x	y
22.12	1.11167
22.11	1.11168
22.1	1.11168
22.09	1.11169
22.08	1.1117
22.07	1.1117
22.06	1.11171
22.05	1.11171
22.04	1.11172
22.03	1.11172
22.02	1.11173
22.01	1.11173
22	1.11174
21.99	1.11175
21.98	1.11175
21.97	1.11176
21.96	1.11176
21.95	1.11177
21.94	1.11177
21.93	1.11178
21.92	1.11179
21.91	1.11179
21.9	1.1118
21.89	1.1118
21.88	1.11181
21.87	1.11181
21.86	1.11182
21.85	1.11182
21.84	1.11183
21.83	1.11184
21.82	1.11184
21.81	1.11185
21.8	1.11185
21.79	1.11186
21.78	1.11186
21.77	1.11187
21.76	1.11188
21.75	1.11188
21.74	1.11189
21.73	1.11189
21.72	1.1119
21.71	1.1119
21.7	1.11191
21.69	1.11192
21.68	1.11192
21.67	1.11193
21.66	1.11193
21.65	1.11194
21.64	1.11195
21.63	1.11195
21.62	1.11196
21.61	1.11196
21.6	1.11197
21.59	1.11197
21.58	1.11198
21.57	1.11199
21.56	1.11199
21.55	1.112
21.54	1.112
21.53	1.11201
21.52	1.11202
21.51	1.11202
21.5	1.11203
21.49	1.11203
21.48	1.11204
21.47	1.11205
21.46	1.11205
21.45	1.11206
21.44	1.11206
21.43	1.11207
21.42	1.11207
21.41	1.11208
21.4	1.11209
21.39	1.11209
21.38	1.1121
21.37	1.1121
21.36	1.11211
21.35	1.11212
21.34	1.11212
21.33	1.11213
21.32	1.11213
21.31	1.11214
21.3	1.11215
21.29	1.11215
21.28	1.11216
21.27	1.11216
21.26	1.11217
21.25	1.11218
21.24	1.11218
21.23	1.11219
21.22	1.11219
21.21	1.1122
21.2	1.11221
21.19	1.11221
21.18	1.11222
21.17	1.11222
21.16	1.11223
21.15	1.11224
21.14	1.11224
21.13	1.11225
21.12	1.11226
21.11	1.11226
21.1	1.11227
21.09	1.11227
21.08	1.11228
21.07	1.11229
21.06	1.11229
21.05	1.1123
21.04	1.1123
21.03	1.11231
21.02	1.11232
21.01	1.11232
21	1.11233
20.99	1.11233
20.98	1.11234
20.97	1.11235
20.96	1.11235
20.95	1.11236
20.94	1.11237
20.93	1.11237
20.92	1.11238
20.91	1.11238
20.9	1.11239
20.89	1.1124
20.88	1.1124
20.87	1.11241
20.86	1.11242
20.85	1.11242
20.84	1.11243
20.83	1.11243
20.82	1.11244
20.81	1.11245
20.8	1.11245
20.79	1.11246
20.78	1.11247
20.77	1.11247
20.76	1.11248
20.75	1.11248
20.74	1.11249
20.73	1.1125
20.72	1.1125
20.71	1.11251
20.7	1.11252
20.69	1.11252
20.68	1.11253
20.67	1.11254
20.66	1.11254
20.65	1.11255
20.64	1.11255
20.63	1.11256
20.62	1.11257
20.61	1.11257
20.6	1.11258
20.59	1.11259
20.58	1.11259
20.57	1.1126
20.56	1.11261
20.55	1.11261
20.54	1.11262
20.53	1.11263
20.52	1.11263
20.51	1.11264
20.5	1.11264
20.49	1.11265
20.48	1.11266
20.47	1.11266
20.46	1.11267
20.45	1.11268
20.44	1.11268
20.43	1.11269
20.42	1.1127
20.41	1.1127
20.4	1.11271
20.39	1.11272
20.38	1.11272
20.37	1.11273
20.36	1.11274
20.35	1.11274
20.34	1.11275
20.33	1.11276
20.32	1.11276
20.31	1.11277
20.3	1.11278
20.29	1.11278
20.28	1.11279
20.27	1.1128
20.26	1.1128
20.25	1.11281
20.24	1.11282
20.23	1.11282
20.22	1.11283
20.21	1.11284
20.2	1.11284
20.19	1.11285
20.18	1.11286
20.17	1.11286
20.16	1.11287
20.15	1.11288
20.14	1.11288
20.13	1.11289
20.12	1.1129
20.11	1.1129
20.1	1.11291
20.09	1.11292
20.08	1.11292
20.07	1.11293
20.06	1.11294
20.05	1.11294
20.04	1.11295
20.03	1.11296
20.02	1.11296
20.01	1.11297
20	1.11298
19.99	1.11298
19.98	1.11299
19.97	1.113
19.96	1.113
19.95	1.11301
19.94	1.11302
19.93	1.11302
19.92	1.11303
19.91	1.11304
19.9	1.11305
19.89	1.11305
19.88	1.11306
19.87	1.11307
19.86	1.11307
19.85	1.11308
19.84	1.11309
19.83	1.11309
19.82	1.1131
19.81	1.11311
19.8	1.11311
19.79	1.11312
19.78	1.11313
19.77	1.11314
19.76	1.11314
19.75	1.11315
19.74	1.11316
19.73	1.11316
19.72	1.11317
19.71	1.11318
19.7	1.11318
19.69	1.11319
19.68	1.1132
19.67	1.11321
19.66	1.11321
19.65	1.11322
19.64	1.11323
19.63	1.11323
19.62	1.11324
19.61	1.11325
19.6	1.11326
19.59	1.11326
19.58	1.11327
19.57	1.11328
19.56	1.11328
19.55	1.11329
19.54	1.1133
19.53	1.1133
19.52	1.11331
19.51	1.11332
19.5	1.11333
19.49	1.11333
19.48	1.11334
19.47	1.11335
19.46	1.11336
19.45	1.11336
19.44	1.11337
19.43	1.11338
19.42	1.11338
19.41	1.11339
19.4	1.1134
19.39	1.11341
19.38	1.11341
19.37	1.11342
19.36	1.11343
19.35	1.11343
19.34	1.11344
19.33	1.11345
19.32	1.11346
19.31	1.11346
19.3	1.11347
19.29	1.11348
19.28	1.11349
19.27	1.11349
19.26	1.1135
19.25	1.11351
19.24	1.11352
19.23	1.11352
19.22	1.11353
19.21	1.11354
19.2	1.11354
19.19	1.11355
19.18	1.11356
19.17	1.11357
19.16	1.11357
19.15	1.11358
19.14	1.11359
19.13	1.1136
19.12	1.1136
19.11	1.11361
19.1	1.11362
19.09	1.11363
19.08	1.11363
19.07	1.11364
19.06	1.11365
19.05	1.11366
19.04	1.11366
19.03	1.11367
19.02	1.11368
19.01	1.11369
19	1.11369
18.99	1.1137
18.98	1.11371
18.97	1.11372
18.96	1.11372
18.95	1.11373
18.94	1.11374
18.93	1.11375
18.92	1.11376
18.91	1.11376
18.9	1.11377
18.89	1.11378
18.88	1.11379
18.87	1.11379
18.86	1.1138
18.85	1.11381
18.84	1.11382
18.83	1.11382
18.82	1.11383
18.81	1.11384
18.8	1.11385
18.79	1.11385
18.78	1.11386
18.77	1.11387
18.76	1.11388
18.75	1.11389
18.74	1.11389
18.73	1.1139
18.72	1.11391
18.71	1.11392
18.7	1.11392
18.69	1.11393
18.68	1.11394
18.67	1.11395
18.66	1.11396
18.65	1.11396
18.64	1.11397
18.63	1.11398
18.62	1.11399
18.61	1.114
18.6	1.114
18.59	1.11401
18.58	1.11402
18.57	1.11403
18.56	1.11403
18.55	1.11404
18.54	1.11405
18.53	1.11406
18.52	1.11407
18.51	1.11407
18.5	1.11408
18.49	1.11409
18.48	1.1141
18.47	1.11411
18.46	1.11411
18.45	1.11412
18.44	1.11413
18.43	1.11414
18.42	1.11415
18.41	1.11415
18.4	1.11416
18.39	1.11417
18.38	1.11418
18.37	1.11419
18.36	1.11419
18.35	1.1142
18.34	1.11421
18.33	1.11422
18.32	1.11423
18.31	1.11424
18.3	1.11424
18.29	1.11425
18.28	1.11426
18.27	1.11427
18.26	1.11428
18.25	1.11428
18.24	1.11429
18.23	1.1143
18.22	1.11431
18.21	1.11432
18.2	1.11433
18.19	1.11433
18.18	1.11434
18.17	1.11435
18.16	1.11436
18.15	1.11437
18.14	1.11438
18.13	1.11438
18.12	1.11439
18.11	1.1144
18.1	1.11441
18.09	1.11442
18.08	1.11443
18.07	1.11443
18.06	1.11444
18.05	1.11445
18.04	1.11446
18.03	1.11447
18.02	1.11448
18.01	1.11448
18	1.11449
17.99	1.1145
17.98	1.11451
17.97	1.11452
17.96	1.11453
17.95	1.11453
17.94	1.11454
17.93	1.11455
17.92	1.11456
17.91	1.11457
17.9	1.11458
17.89	1.11459
17.88	1.11459
17.87	1.1146
17.86	1.11461
17.85	1.11462
17.84	1.11463
17.83	1.11464
17.82	1.11465
17.81	1.11465
17.8	1.11466
17.79	1.11467
17.78	1.11468
17.77	1.11469
17.76	1.1147
17.75	1.11471
17.74	1.11471
17.73	1.11472
17.72	1.11473
17.71	1.11474
17.7	1.11475
17.69	1.11476
17.68	1.11477
17.67	1.11478
17.66	1.11478
17.65	1.11479
17.64	1.1148
17.63	1.11481
17.62	1.11482
17.61	1.11483
17.6	1.11484
17.59	1.11485
17.58	1.11485
17.57	1.11486
17.56	1.11487
17.55	1.11488
17.54	1.11489
17.53	1.1149
17.52	1.11491
17.51	1.11492
17.5	1.11493
17.49	1.11493
17.48	1.11494
17.47	1.11495
17.46	1.11496
17.45	1.11497
17.44	1.11498
17.43	1.11499
17.42	1.115
17.41	1.11501
17.4	1.11502
17.39	1.11502
17.38	1.11503
17.37	1.11504
17.36	1.11505
17.35	1.11506
17.34	1.11507
17.33	1.11508
17.32	1.11509
17.31	1.1151
17.3	1.11511
17.29	1.11512
17.28	1.11512
17.27	1.11513
17.26	1.11514
17.25	1.11515
17.24	1.11516
17.23	1.11517
17.22	1.11518
17.21	1.11519
17.2	1.1152
17.19	1.11521
17.18	1.11522
17.17	1.11523
17.16	1.11524
17.15	1.11524
17.14	1.11525
17.13	1.11526
17.12	1.11527
17.11	1.11528
17.1	1.11529
17.09	1.1153
17.08	1.11531
17.07	1.11532
17.06	1.11533
17.05	1.11534
17.04	1.11535
17.03	1.11536
17.02	1.11537
17.01	1.11538
17	1.11539
16.99	1.11539
16.98	1.1154
16.97	1.11541
16.96	1.11542
16.95	1.11543
16.94	1.11544
16.93	1.11545
16.92	1.11546
16.91	1.11547
16.9	1.11548
16.89	1.11549
16.88	1.1155
16.87	1.11551
16.86	1.11552
16.85	1.11553
16.84	1.11554
16.83	1.11555
16.82	1.11556
16.81	1.11557
16.8	1.11558
16.79	1.11559
16.78	1.1156
16.77	1.11561
16.76	1.11562
16.75	1.11563
16.74	1.11564
16.73	1.11564
16.72	1.11565
16.71	1.11566
16.7	1.11567
16.69	1.11568
16.68	1.11569
16.67	1.1157
16.66	1.11571
16.65	1.11572
16.64	1.11573
16.63	1.11574
16.62	1.11575
16.61	1.11576
16.6	1.11577
16.59	1.11578
16.58	1.11579
16.57	1.1158
16.56	1.11581
16.55	1.11582
16.54	1.11583
16.53	1.11584
16.52	1.11585
16.51	1.11586
16.5	1.11587
16.49	1.11588
16.48	1.11589
16.47	1.1159
16.46	1.11591
16.45	1.11592
16.44	1.11593
16.43	1.11594
16.42	1.11595
16.41	1.11596
16.4	1.11597
16.39	1.11598
16.38	1.11599
16.37	1.116
16.36	1.11601
16.35	1.11602
16.34	1.11604
16.33	1.11605
16.32	1.11606
16.31	1.11607
16.3	1.11608
16.29	1.11609
16.28	1.1161
16.27	1.11611
16.26	1.11612
16.25	1.11613
16.24	1.11614
16.23	1.11615
16.22	1.11616
16.21	1.11617
16.2	1.11618
16.19	1.11619
16.18	1.1162
16.17	1.11621
16.16	1.11622
16.15	1.11623
16.14	1.11624
16.13	1.11625
16.12	1.11626
16.11	1.11627
16.1	1.11628
16.09	1.1163
16.08	1.11631
16.07	1.11632
16.06	1.11633
16.05	1.11634
16.04	1.11635
16.03	1.11636
16.02	1.11637
16.01	1.11638
16	1.11639
15.99	1.1164
15.98	1.11641
15.97	1.11642
15.96	1.11643
15.95	1.11644
15.94	1.11646
15.93	1.11647
15.92	1.11648
15.91	1.11649
15.9	1.1165
15.89	1.11651
15.88	1.11652
15.87	1.11653
15.86	1.11654
15.85	1.11655
15.84	1.11656
15.83	1.11658
15.82	1.11659
15.81	1.1166
15.8	1.11661
15.79	1.11662
15.78	1.11663
15.77	1.11664
15.76	1.11665
15.75	1.11666
15.74	1.11667
15.73	1.11669
15.72	1.1167
15.71	1.11671
15.7	1.11672
15.69	1.11673
15.68	1.11674
15.67	1.11675
15.66	1.11676
15.65	1.11677
15.64	1.11679
15.63	1.1168
15.62	1.11681
15.61	1.11682
15.6	1.11683
15.59	1.11684
15.58	1.11685
15.57	1.11686
15.56	1.11688
15.55	1.11689
15.54	1.1169
15.53	1.11691
15.52	1.11692
15.51	1.11693
15.5	1.11694
15.49	1.11695
15.48	1.11697
15.47	1.11698
15.46	1.11699
15.45	1.117
15.44	1.11701
15.43	1.11702
15.42	1.11704
15.41	1.11705
15.4	1.11706
15.39	1.11707
15.38	1.11708
15.37	1.11709
15.36	1.1171
15.35	1.11712
15.34	1.11713
15.33	1.11714
15.32	1.11715
