Significant	-Log(P-value)	Difference	PG.ProteinGroups	PG.Genes	Symbol color	Symbol type	Symbol size	Show label	filtered_[1] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_A1.raw.PG.Quantity	filtered_[2] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_A2.raw.PG.Quantity	filtered_[3] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_B1.raw.PG.Quantity	filtered_[4] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_B2.raw.PG.Quantity	filtered_[5] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_C1.raw.PG.Quantity	filtered_[6] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_C2.raw.PG.Quantity	filtered_[7] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_D1.raw.PG.Quantity	filtered_[8] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_D2.raw.PG.Quantity	filtered_[9] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_E1.raw.PG.Quantity	filtered_[10] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_E2.raw.PG.Quantity	filtered_[11] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_F1.raw.PG.Quantity	filtered_[12] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_F2.raw.PG.Quantity	filtered_[13] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_G1.raw.PG.Quantity	filtered_[14] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_G2.raw.PG.Quantity	filtered_[15] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_H1.raw.PG.Quantity	filtered_[16] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_H2.raw.PG.Quantity	filtered_[17] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_I1.raw.PG.Quantity	filtered_[18] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_I2.raw.PG.Quantity	filtered_[19] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_J1.raw.PG.Quantity	filtered_[20] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_J2.raw.PG.Quantity	filtered_[27] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_A4.raw.PG.Quantity	filtered_[28] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_A5.raw.PG.Quantity	filtered_[29] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_B4.raw.PG.Quantity	filtered_[30] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_B5.raw.PG.Quantity	filtered_[31] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_C4.raw.PG.Quantity	filtered_[32] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_C5.raw.PG.Quantity	filtered_[33] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_D4.raw.PG.Quantity	filtered_[34] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_D5.raw.PG.Quantity	filtered_[35] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_E4.raw.PG.Quantity	filtered_[36] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_E5.raw.PG.Quantity	filtered_[37] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_F4.raw.PG.Quantity	filtered_[38] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_F5.raw.PG.Quantity	filtered_[39] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_G4.raw.PG.Quantity	filtered_[40] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_G5.raw.PG.Quantity	filtered_[41] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_H4.raw.PG.Quantity	filtered_[42] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_H5.raw.PG.Quantity	filtered_[43] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_I4.raw.PG.Quantity	filtered_[44] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_I5.raw.PG.Quantity	filtered_[45] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_J4.raw.PG.Quantity	filtered_[46] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_J5.raw.PG.Quantity
	0.315662755496178	0.152309761196375	cont_O43790	KRT86	Color2 [DarkGray]	1	4		1.37625956535339	0.788145124912262	0.667735874652863	2.05942535400391	2.20176839828491	2.01635432243347	-0.891772389411926	1.38554048538208	2.06752109527588	1.03116965293884	1.9095892906189	2.21980547904968	1.16403818130493	1.95462155342102	0.294240146875381	-0.206220850348473	0.902555167675018	2.03698086738586	1.3494998216629	1.96096849441528	1.01874220371246	1.09767091274261	1.94010937213898	1.24410343170166	1.7341216802597	1.59523248672485	1.5384715795517	1.03293597698212	0.731865286827087	2.08663439750671	1.64723885059357	1.27434015274048	1.61268997192383	0.934013843536377	1.76918590068817	0.701915919780731	1.7181156873703	1.80749452114105	1.85669505596161	1.99284362792969
	0.421927225828533	0.312465663254261	cont_O76009	KRT33A	Color2 [DarkGray]	1	4		1.95541477203369	1.34834313392639	-0.509168982505798	1.76525616645813	-0.68143904209137	-0.608838140964508	0.104037284851074	-0.529251992702484	1.87292325496674	1.78283059597015	-0.165630370378494	1.17571842670441	-0.926268398761749	-0.465430021286011	-0.566273987293243	1.50998497009277	-0.901898741722107	0.394998222589493	2.01318955421448	-0.344283849000931	1.70530331134796	-1.890549659729	-0.433439940214157	1.00820636749268	1.27491295337677	1.09460246562958	1.93744909763336	1.4881671667099	1.45136523246765	1.80506861209869	0.990413308143616	-0.376973301172256	1.63622796535492	1.58879923820496	-0.235335618257523	1.41250574588776	-1.05427825450897	1.40658342838287	0.118701905012131	-0.454203903675079
	1.12564943453178	0.447028981616313	cont_O76011	KRT34	Color2 [DarkGray]	1	4		-0.302722692489624	-0.692918479442596	-0.712026298046112	-0.495757669210434	-0.940430581569672	-0.869051277637482	0.0395608991384506	-0.531521677970886	-0.000411426677601412	-0.677113771438599	0.667088568210602	0.949047565460205	-0.161299243569374	0.0488993935286999	-0.164220616221428	-0.163759246468544	-0.705889880657196	-0.268035411834717	-0.559479773044586	-0.298044443130493	1.74144518375397	1.9646292924881	-0.296975404024124	1.01016283035278	-0.436039865016937	-0.957249462604523	-0.572295665740967	-0.640156745910645	1.29918503761292	1.42101681232452	0.701371073722839	-0.896430194377899	-0.439284950494766	1.38223397731781	-0.340323328971863	-0.71608704328537	-0.969243168830872	-0.187336459755898	-0.26835435628891	0.302226006984711
	0.450607023753697	0.0954733125865459	cont_O76013	KRT36	Color2 [DarkGray]	1	4		-0.668271958827972	-0.548632144927979	-0.27213791012764	-0.48194146156311	-1.0924756526947	-0.427723944187164	0.236122354865074	-0.802503049373627	-0.87984710931778	-0.653972625732422	-0.809536039829254	-0.541556060314178	-1.13878333568573	-0.436645805835724	-0.243989273905754	-1.29578948020935	-0.461613565683365	-0.505873501300812	-0.796402275562286	-0.666828632354736	-0.446524113416672	-0.459267526865005	-0.690040051937103	-0.561432778835297	-0.40128219127655	-0.394184827804565	-0.80991530418396	-1.10834789276123	-0.669653654098511	-0.926525592803955	-0.351416885852814	-0.359090477228165	-0.494026452302933	-1.08975493907928	-0.739775955677032	-0.19427677989006	-0.291334629058838	-0.410775601863861	-0.212922662496567	0.0316130965948105
	1.83478789393051	0.786830271035433	cont_O77727	KRT15	Color2 [DarkGray]	1	4		1.18086588382721	1.53017818927765	1.10552668571472	-0.879117846488953	-0.0825919657945633	-0.270902544260025	2.71097159385681	-0.706103026866913	1.78114664554596	0.466831624507904	1.32147109508514	2.09275507926941	-0.876627743244171	-0.249412089586258	1.68119215965271	1.63351726531982	-0.515725135803223	-0.871638596057892	-0.884388446807861	-0.36295872926712	1.2843211889267	1.44976890087128	1.71423780918121	1.68915891647339	1.25173914432526	1.47717940807343	1.82762157917023	1.01293849945068	1.26305592060089	0.860199809074402	1.29597461223602	1.2817234992981	1.20657658576965	1.50307667255402	2.32827425003052	2.07013034820557	1.54210352897644	1.5122104883194	-0.508841693401337	-0.519853949546814
	0.616457816614649	0.299169925833121	cont_O82803	SRPP	Color2 [DarkGray]	1	4		-0.702913343906403	1.30334460735321	-0.729456901550293	-0.402359426021576	-0.0459327213466167	-0.749477922916412	-0.00509379152208567	-0.264008611440659	-0.678417801856995	-0.677500426769257	1.5057452917099	1.23841321468353	-0.598914444446564	-0.331375867128372	-0.71890664100647	-0.46172958612442	-0.750271439552307	-0.632019400596619	-0.676291346549988	-0.325819402933121	-0.895876824855804	-0.641426980495453	-0.658245146274567	-0.3154037296772	-0.463605284690857	-0.399235755205154	-0.353798240423203	1.61678242683411	1.50125455856323	1.0376318693161	1.72182512283325	-0.176861122250557	0.421958237886429	1.32833552360535	-0.580471336841583	-0.389133214950562	-0.632960736751556	-0.264577835798264	-0.410304337739944	-0.165474638342857
	0.538018296002703	-0.103991458192468	cont_P00167	CYB5A	Color2 [DarkGray]	1	4		-0.536907911300659	-0.942368686199188	-0.782037317752838	-0.781463205814362	-0.159769043326378	-0.620816349983215	-0.37740695476532	-0.942737340927124	-0.0448700040578842	-0.953922927379608	-0.634500801563263	-0.90452116727829	-0.398410737514496	-0.0825496390461922	-0.0852342844009399	-0.58986508846283	-0.62510746717453	-0.89768248796463	-0.672008812427521	-0.357019484043121	-0.6246617436409	-0.681650519371033	-1.01015245914459	-0.832618296146393	-0.319695949554443	-0.757122159004211	-1.21307575702667	-0.490363985300064	-0.563447654247284	-0.7681565284729	-0.547246813774109	-0.577355027198792	-0.695773243904114	-0.556060373783112	-0.604416787624359	0.228189155459404	-1.18176758289337	-0.692253589630127	-0.885269045829773	-0.696130514144897
	0.275965921297075	0.193544173613191	cont_P00441	SOD1	Color2 [DarkGray]	1	4		-0.161555662751198	1.96489131450653	-0.660435080528259	-0.523504436016083	-0.621476411819458	-0.8322514295578	-0.219745635986328	-0.500532150268555	-0.836889743804932	1.88414585590363	1.74149680137634	2.02275514602661	-0.735661685466766	-0.87232905626297	-0.788968026638031	-1.02448534965515	-1.03479611873627	-0.0360296592116356	-0.426914721727371	-0.766869425773621	-0.314887881278992	-0.330264449119568	-0.501244485378265	-0.233877182006836	-0.257644146680832	-0.932784199714661	1.43096733093262	1.51916992664337	0.665474951267242	1.45009660720825	0.846923828125	-0.612333595752716	-0.119668431580067	1.57393670082092	-0.421759426593781	-0.429586410522461	-0.0655070468783379	-0.900064289569855	-0.268479317426682	-0.656740486621857
	0.779714960344472	-0.222022010013461	cont_P00698	LYZ	Color2 [DarkGray]	1	4		-0.898660957813263	-0.482574701309204	-0.506369113922119	-0.26582595705986	-0.361471921205521	-1.02634537220001	0.350708723068237	-0.219562828540802	-0.623607635498047	-0.599164068698883	-0.298419952392578	1.92800855636597	-0.475424766540527	-0.775365114212036	-0.460582554340363	-0.35585680603981	-0.694823384284973	-0.0931432619690895	0.224785760045052	-0.612482368946075	-0.367037981748581	-0.379876405000687	-0.785302937030792	-0.13251368701458	-0.339260250329971	-0.628076672554016	-0.237376496195793	-0.612511336803436	-0.373655259609222	0.162826657295227	-0.936913430690765	-0.142267420887947	-0.559850931167603	-0.479087054729462	-0.905961096286774	-0.523345530033112	-0.556174457073212	-1.13700723648071	-0.878471374511719	-0.874755024909973
	0.211757981956756	0.137677253782749	cont_P00711	LALBA	Color2 [DarkGray]	1	4		-0.534821629524231	1.80098354816437	-0.558323681354523	-0.69758403301239	-0.266061931848526	-0.438877999782562	0.142747014760971	-0.31954351067543	-0.869217395782471	1.09241628646851	1.44344139099121	1.05946815013885	-0.407506018877029	-0.563169419765472	-0.508879363536835	-0.559480786323547	-0.2623450756073	-0.363986164331436	-0.784509837627411	-0.914544761180878	-0.551968097686768	-0.975182712078094	-0.364301741123199	-0.46760556101799	1.73869168758392	-0.625913798809052	0.577844321727753	1.42659616470337	0.906499028205872	1.58040428161621	0.672228157520294	-0.930923342704773	0.356697916984558	0.430892139673233	-1.00253868103027	-0.911679565906525	-0.888210892677307	-0.617768526077271	-0.410296082496643	0.300285160541534
