Significant	-Log(P-value)	Difference	PG.Genes	PG.ProteinGroups	Symbol color	Symbol type	Symbol size	Show label	[1] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_A1.raw.PG.Quantity	[2] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_A2.raw.PG.Quantity	[3] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_B1.raw.PG.Quantity	[4] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_B2.raw.PG.Quantity	[5] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_C1.raw.PG.Quantity	[6] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_C2.raw.PG.Quantity	[7] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_D1.raw.PG.Quantity	[8] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_D2.raw.PG.Quantity	[9] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_E1.raw.PG.Quantity	[10] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_E2.raw.PG.Quantity	[11] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_F1.raw.PG.Quantity	[12] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_F2.raw.PG.Quantity	[13] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_G1.raw.PG.Quantity	[14] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_G2.raw.PG.Quantity	[15] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_H1.raw.PG.Quantity	[16] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_H2.raw.PG.Quantity	[17] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_I1.raw.PG.Quantity	[18] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_I2.raw.PG.Quantity	[19] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_J1.raw.PG.Quantity	[20] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_chil_J2.raw.PG.Quantity	[21] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_A4.raw.PG.Quantity	[22] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_A5.raw.PG.Quantity	[23] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_B4.raw.PG.Quantity	[24] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_B5.raw.PG.Quantity	[25] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_C4.raw.PG.Quantity	[26] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_C5.raw.PG.Quantity	[27] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_D4.raw.PG.Quantity	[28] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_D5.raw.PG.Quantity	[29] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_E4.raw.PG.Quantity	[30] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_E5.raw.PG.Quantity	[31] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_F4.raw.PG.Quantity	[32] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_F5.raw.PG.Quantity	[33] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_G4.raw.PG.Quantity	[34] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_G5.raw.PG.Quantity	[35] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_H4.raw.PG.Quantity	[36] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_H5.raw.PG.Quantity	[37] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_I4.raw.PG.Quantity	[38] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_I5.raw.PG.Quantity	[39] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_J4.raw.PG.Quantity	[40] 20260119_A1_Neo6_JL_MM_THIDTC006_BS_dMcsB_HS_J5.raw.PG.Quantity
	0.179397761453732	-0.0233996093273163	KRT86	cont_O43790	Color2 [A=255, R=169, G=169, B=169]	1	4		1.62501549720764	1.17546725273132	1.40792012214661	1.19139647483826	1.31061446666718	1.36054766178131	1.40051913261414	1.25704050064087	1.45906472206116	1.28513872623444	1.30396175384521	1.26957881450653	1.22785234451294	1.19622087478638	1.37537109851837	1.36783730983734	1.17849934101105	1.17500233650208	1.50484204292297	1.23040759563446	1.54023504257202	1.57561063766479	1.33054554462433	1.51257562637329	1.31267738342285	1.46565687656403	1.09197580814362	1.36847972869873	1.18705797195435	1.48268806934357	1.18547391891479	1.45582151412964	1.18666899204254	1.26348423957825	0.845879673957825	1.52006816864014	0.955905914306641	1.12077140808105	1.13684737682343	1.29588198661804
	0.859227297251601	0.385608497262001	KRT33A	cont_O76009	Color2 [A=255, R=169, G=169, B=169]	1	4		1.49973082542419	0.895004034042358	0.242843151092529	0.934509932994843	-1.14055943489075	1.80035972595215	1.17772543430328	-0.548466503620148	1.2697594165802	1.30938100814819	1.28703677654266	1.29471063613892	0.997050166130066	0.667585790157318	1.24948453903198	0.754935264587402	-0.946588754653931	-0.614042460918427	1.46700048446655	-0.85035240650177	1.47611153125763	1.69069707393646	0.767167329788208	1.40134787559509	0.843737661838531	1.642942070961	0.83905440568924	1.0497499704361	1.14245474338531	1.31959748268127	1.5155645608902	0.920504212379456	1.42235898971558	1.2011843919754	-1.43227910995483	0.881729304790497	0.904990375041962	0.73222154378891	0.775911808013916	1.36423134803772
	0.214569904305046	0.0879543673247098	KRT34	cont_O76011	Color2 [A=255, R=169, G=169, B=169]	1	4		0.0733102262020111	-0.312790215015411	-0.355698466300964	-0.160715460777283	-0.923908054828644	-0.539200246334076	-0.854302763938904	-0.853547334671021	0.159130796790123	-0.210468485951424	-0.0242294855415821	0.0585492365062237	-0.701774001121521	-0.973382830619812	-0.931700468063354	-0.915216565132141	-0.771218478679657	-0.526908874511719	-0.929899215698242	-1.38533055782318	0.21738338470459	0.338298112154007	-0.758732259273529	0.214063614606857	-0.581429898738861	0.0774204581975937	-0.635674238204956	-0.163687735795975	-0.0973315536975861	0.0445431284606457	0.140888333320618	-1.32752501964569	-0.110427267849445	-0.0292171575129032	-1.31180095672607	-1.56642770767212	-1.47815263271332	-0.34423503279686	-0.721120953559875	-1.2270485162735
	0.319154590871113	0.173936289176345	KRT36	cont_O76013	Color2 [A=255, R=169, G=169, B=169]	1	4		-0.912010252475739	0.210867807269096	-0.745356321334839	-0.682080388069153	-0.992438435554504	-0.290145814418793	1.2349761724472	-1.2302577495575	-1.23604381084442	-1.03644382953644	-1.32349920272827	0.0455986484885216	-0.573034286499023	-1.15539956092834	-1.22747111320496	0.631385266780853	-1.13745474815369	-0.771786868572235	-0.752213597297668	-0.779887139797211	-1.2274010181427	-1.20336854457855	-1.1531320810318	-0.55799663066864	-0.832069516181946	-0.70849198102951	0.944544494152069	1.62640166282654	-0.0162744373083115	-0.111311584711075	-1.2475438117981	0.418652802705765	-1.86037886142731	-0.419985234737396	-0.762689650058746	0.395530372858047	-0.991240799427032	0.171610429883003	-0.821198284626007	-0.887626767158508
	0.842524476339911	0.230617987364531	KRT15	cont_O77727	Color2 [A=255, R=169, G=169, B=169]	1	4		1.35319590568542	0.786030888557434	0.40772807598114	0.376699328422546	0.524190306663513	0.437374442815781	2.01107382774353	0.218572407960892	0.897459924221039	0.652280867099762	0.659199953079224	1.10502278804779	0.384045898914337	0.550987780094147	1.33480596542358	1.58131325244904	0.250555843114853	0.433886706829071	0.590456426143646	0.221916243433952	0.749402821063995	0.836780428886414	0.781719148159027	1.05015110969543	0.547567307949066	1.14953517913818	1.42677557468414	2.15203380584717	0.773599624633789	1.31194424629211	0.761689603328705	1.43839263916016	0.661752462387085	0.974397003650665	0.32994019985199	1.5517498254776	0.582338750362396	1.54973113536835	0.254179418087006	0.505476295948029
	0.371310644606781	-0.152024549804628	SRPP	cont_O82803	Color2 [A=255, R=169, G=169, B=169]	1	4		-0.320582419633865	-0.340585827827454	-1.51842677593231	-1.12478005886078	-0.919647514820099	-1.05140721797943	-0.616313636302948	0.135186478495598	0.110651396214962	0.793897688388824	-0.305485934019089	0.167574986815453	-0.731020629405975	-0.079546757042408	-0.93140971660614	-1.01460564136505	-1.12738084793091	0.791454911231995	-1.16793179512024	-1.06265413761139	-1.36916327476501	-0.970748662948608	-1.21632349491119	-1.56479430198669	-0.896958649158478	-0.439743429422379	-0.721809089183807	-0.0717236250638962	-0.061355035752058	0.417283535003662	0.180214449763298	-0.594068109989166	-0.446888506412506	-0.227789595723152	-0.974162459373474	-1.00375652313232	-0.713701069355011	-1.12785184383392	-0.785604953765869	-0.764559805393219
	0.173530189039822	0.0548127979040146	CYB5A	cont_P00167	Color2 [A=255, R=169, G=169, B=169]	1	4		-1.23742389678955	0.358499705791473	-1.32828450202942	-0.977981626987457	-0.878177642822266	-0.873370945453644	-0.378582805395126	-1.10309994220734	-1.12244641780853	-1.28837180137634	-1.13197576999664	-0.405093461275101	-0.974871277809143	-1.20734584331512	-0.905011713504791	-1.29904186725616	-1.15478551387787	-1.01837205886841	-0.825961589813232	-1.06284999847412	-0.753557682037354	-1.11825609207153	-0.833618640899658	-1.06936883926392	-0.626725733280182	-1.49703013896942	-0.744823813438416	-1.06626915931702	-0.714411020278931	-0.138525277376175	-0.421373248100281	-0.818795561790466	-0.7971311211586	0.0628295838832855	-1.06080067157745	-1.02426266670227	-1.12124931812286	-1.0187976360321	-1.61051559448242	-1.34561038017273
	1.48617135175876	-0.131261126277968	SOD1	cont_P00441	Color2 [A=255, R=169, G=169, B=169]	1	4		-0.261972606182098	0.222324699163437	-0.104846522212029	0.0227213632315397	-0.21164570748806	0.0429859533905983	0.252582997083664	-0.161879345774651	0.25780189037323	0.224705949425697	0.096919447183609	0.195367723703384	0.165314510464668	0.160782307386398	0.164083540439606	0.176441341638565	-0.129771679639816	0.0731904208660126	-0.136335104703903	-0.153662905097008	-0.0348526425659657	-0.132266581058502	0.202708601951599	-0.0699761286377907	0.0391753688454628	-0.485044419765472	-0.0110385529696941	-0.0152968997135758	0.167222037911415	0.0457808077335358	0.272641092538834	-0.124052666127682	-0.170801237225533	0.157678857445717	-0.164000749588013	-0.237992465496063	-0.315609455108643	-0.24380886554718	-0.233894556760788	-0.376685798168182
	0.0715199049626359	0.0306834220886231	LYZ	cont_P00698	Color2 [A=255, R=169, G=169, B=169]	1	4		-1.26826214790344	-0.455935925245285	-1.26446390151978	-0.72855544090271	-1.05008459091187	-0.950270771980286	-0.776916861534119	-1.37439143657684	-0.199197426438332	0.0373652428388596	-1.16753768920898	0.130885228514671	-0.871609389781952	-0.781985580921173	-0.978010773658752	-0.762698590755463	-0.640020310878754	-0.818991720676422	-1.19529092311859	-1.5582309961319	-1.01535594463348	-0.739127218723297	-1.56543910503387	-1.01463794708252	-1.14005434513092	-1.39690780639648	-1.41275405883789	0.0790639221668243	-0.405181795358658	0.761371433734894	-0.221294090151787	-0.658330798149109	-0.462255388498306	-0.634527862071991	-0.935806930065155	-1.08666753768921	-1.1651748418808	-1.19675958156586	-0.897695422172546	-0.953000247478485
	0.0165065123262337	0.0114354351535439	LALBA	cont_P00711	Color2 [A=255, R=169, G=169, B=169]	1	4		-0.33139556646347	0.958264470100403	-0.136684864759445	-0.732478618621826	-0.204007878899574	-0.280105441808701	-0.647119879722595	-0.686837315559387	0.506176590919495	0.365580826997757	0.789248287677765	0.983806550502777	-0.497984647750854	-0.0906990393996239	-0.925902724266052	-0.389167577028275	-0.821922898292542	-0.63869696855545	-0.222347855567932	-0.557152271270752	-1.37450170516968	-1.13657999038696	-0.298084288835526	-0.749116837978363	0.215778157114983	-0.819171369075775	0.702813982963562	0.77725613117218	1.32889878749847	1.01884317398071	0.971798717975616	0.0350589416921139	0.70541650056839	0.689652264118195	-0.518472254276276	-1.63656318187714	-1.19190263748169	-0.610482633113861	-1.02638185024261	-0.41497802734375
