PG.ProteinGroups	PG.Genes	PG.Organisms	[1] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_0cell_P1.raw.PG.Quantity	[2] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_0cell_P2.raw.PG.Quantity	[3] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_0cell_P3.raw.PG.Quantity	[4] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_0cell_P4.raw.PG.Quantity	[5] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P1O2.raw.PG.Quantity	[6] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P2A1.raw.PG.Quantity	[7] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P2B1.raw.PG.Quantity	[8] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P2C1.raw.PG.Quantity	[9] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P2D1.raw.PG.Quantity	[10] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_us_P1O4.raw.PG.Quantity	[11] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1A2.raw.PG.Quantity	[12] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1B2.raw.PG.Quantity	[13] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1C2.raw.PG.Quantity	[14] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1D2.raw.PG.Quantity	[15] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1E2.raw.PG.Quantity	[16] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1F2.raw.PG.Quantity	[17] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1G2.raw.PG.Quantity	[18] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1H2.raw.PG.Quantity	[19] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1I2.raw.PG.Quantity	[20] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1J2.raw.PG.Quantity	[21] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1K2.raw.PG.Quantity	[22] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1L2.raw.PG.Quantity	[23] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1M2.raw.PG.Quantity	[24] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1N2.raw.PG.Quantity	[25] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2A2.raw.PG.Quantity	[26] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2B2.raw.PG.Quantity	[27] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2C2.raw.PG.Quantity	[28] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2D2.raw.PG.Quantity	[29] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2E2.raw.PG.Quantity	[30] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2F2.raw.PG.Quantity	[31] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2G2.raw.PG.Quantity	[32] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2H2.raw.PG.Quantity	[33] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2I2.raw.PG.Quantity	[34] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2J2.raw.PG.Quantity	[35] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2K2.raw.PG.Quantity	[36] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2L2.raw.PG.Quantity	[37] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2M2.raw.PG.Quantity	[38] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2N2.raw.PG.Quantity	[39] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1A4.raw.PG.Quantity	[40] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1B4.raw.PG.Quantity	[41] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1C4.raw.PG.Quantity	[42] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1D4.raw.PG.Quantity	[43] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1E4.raw.PG.Quantity	[44] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1F4.raw.PG.Quantity	[45] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1G4.raw.PG.Quantity	[46] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1H4.raw.PG.Quantity	[47] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1I4.raw.PG.Quantity	[48] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1J4.raw.PG.Quantity	[49] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1K4.raw.PG.Quantity	[50] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1L4.raw.PG.Quantity	[51] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1M4.raw.PG.Quantity	[52] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1N4.raw.PG.Quantity
P80868	fusA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	34.76286697387695	25.821176528930664	20.893218994140625	11.237627029418945	27.12371253967285	33.22227096557617	107.0295639038086	NaN	46.2246208190918	NaN	26.09825897216797	NaN	10.057551383972168	NaN	NaN	NaN	NaN	NaN	57.50726318359375	24.121376037597656	71.8586654663086	NaN	NaN	49.99462890625	74.99691009521484	51.6269645690918	46.89889907836914	25.99994468688965	NaN	NaN	44.31821823120117	18.12632179260254	NaN	NaN	55.60121536254883	NaN	53.3088493347168	NaN	85.01216125488281	88.3111572265625	29.552141189575195	NaN	NaN	NaN	NaN	24.483125686645508	21.032302856445312	36.982017517089844
P96614	cshA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	20.916860580444336	15.933109283447266	12.545121192932129	14.405659675598145	14.110458374023438	5.9477996826171875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q01465	mreB	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	15.789285659790039	4.255969047546387	9.625364303588867	3.0213441848754883	2.5004053115844727	10.786263465881348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q06796	rplK	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	10.754472732543945	41.022518157958984	37.99265670776367	22.69195556640625	46.58940887451172	24.176939010620117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q06797	rplA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	109.18351745605469	81.74543762207031	124.23109436035156	57.13291931152344	120.48861694335938	26.225923538208008	NaN	NaN	NaN	8.907088279724121	15.920928955078125	5.528682231903076	9.543647766113281	10.744757652282715	NaN	NaN	NaN	NaN	12.319275856018066	9.226353645324707	31.36208152770996	7.7055983543396	18.946592330932617	26.22270965576172	33.10293197631836	38.08197021484375	30.230005264282227	14.427309036254883	NaN	NaN	20.769804000854492	4.749845027923584	9.400816917419434	NaN	17.420379638671875	NaN	6.714087963104248	NaN	17.99351692199707	10.210919380187988	6.533584117889404	3.594486713409424	NaN	NaN	NaN	17.817073822021484	NaN	16.611021041870117
Q08352	ald	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	14.808621406555176	NaN	NaN	NaN	7.514226913452148	3.5778253078460693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q796Y8	ygaF	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	3.9838101863861084	NaN	9.140802383422852	NaN	NaN	NaN	36.599327087402344	4.496097564697266	6.415362358093262	NaN	21.29043197631836	10.175004005432129	17.67694854736328	39.363059997558594	51.017555236816406	22.08335304260254	12.460736274719238	14.15151309967041	2.252713441848755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.39847993850708	NaN	6.3364715576171875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.961246490478516	36.3656005859375	22.074575424194336	28.811494827270508	NaN	NaN	NaN
cont_O76011	KRT34	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.452917098999023	NaN	NaN	13.5421142578125	23.817873001098633	11.664981842041016	19.547367095947266	54.938175201416016	31.81502914428711	27.46121597290039	8.690399169921875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.162742614746094	28.42837142944336	101.93852233886719	NaN	NaN	19.468156814575195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.249090194702148	37.143028259277344	20.20622444152832	15.855908393859863	30.54157829284668	NaN	NaN	920.42578125
cont_P00167	CYB5A	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.492126941680908	13.43029499053955	NaN	NaN	7.305887699127197	11.368834495544434	18.27127456665039	10.337788581848145	12.837665557861328	6.617010116577148	10.691032409667969	NaN	NaN	NaN	NaN	NaN	NaN	17.908437728881836	NaN	18.501983642578125	23.96946907043457	NaN	42.220001220703125	NaN	11.241291999816895	NaN	NaN	NaN	NaN	NaN	NaN	7.530404567718506	NaN	14.218576431274414	8.954066276550293	10.185346603393555	22.8304443359375	17.237112045288086	13.035183906555176	26.53714370727539	9.91547966003418
cont_P00711	LALBA	Bos taurus	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.192486524581909	2.4876880645751953	3.838441848754883	1.6083159446716309	2.7889838218688965	2.02864933013916	3.276559352874756	5.636451721191406	10.864928245544434	1.6017537117004395	3.1859488487243652	NaN	1.7093794345855713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.300546884536743	NaN	NaN	NaN	3.871544599533081	2.0982844829559326	3.056708335876465	NaN	NaN	NaN	NaN
cont_P01008	SERPINC1	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.747684001922607	1.9119679927825928	NaN	1.2570042610168457	6.4532060623168945	4.518704891204834	3.7665510177612305	10.378294944763184	14.474647521972656	10.8246431350708	12.28239631652832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.2683119773864746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.714888095855713	NaN	NaN	NaN	NaN	NaN	10.6884183883667	6.410796642303467	8.330916404724121	3.111203193664551	NaN	NaN	NaN
cont_P02787	TF	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.824108123779297	62.92649841308594	8.895201683044434	39.27973937988281	26.907384872436523	22.29345703125	40.83416748046875	32.33423614501953	74.99368286132812	29.49260139465332	28.42359161376953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.805240631103516	42.40123748779297	27.4567813873291	15.427268981933594	NaN	17.980783462524414	NaN	NaN	4.536892890930176	56.61831283569336	2.2073163986206055	NaN	NaN	NaN	16.130483627319336	54.975914001464844	22.475448608398438	36.6414680480957	21.42054557800293	NaN	NaN	NaN
cont_P09211	GSTP1	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.201683044433594	26.76001739501953	NaN	9.961404800415039	22.571430206298828	14.111808776855469	38.99869918823242	22.99456787109375	46.994903564453125	22.9172420501709	30.572248458862305	17.030292510986328	NaN	NaN	NaN	NaN	19.139768600463867	NaN	NaN	NaN	21.253572463989258	20.318429946899414	23.405927658081055	NaN	19.244064331054688	NaN	NaN	NaN	NaN	NaN	NaN	78.41803741455078	NaN	9.748945236206055	21.212308883666992	35.218605041503906	32.80988693237305	16.267595291137695	7.319172382354736	NaN	11.361312866210938
cont_P15559	NQO1	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.375824928283691	NaN	NaN	NaN	12.375941276550293	8.95423412322998	7.24412727355957	NaN	NaN	NaN	NaN	NaN	8.372895240783691	9.118903160095215	18.28468132019043	10.386848449707031	11.406583786010742	5.512594223022461	23.0621280670166	10.02867603302002	15.094625473022461	3.969215154647827	NaN	13.842411994934082	11.004300117492676	NaN	9.63654899597168	NaN	5.369602680206299	NaN	7.348499298095703	NaN	11.481369018554688	6.671421527862549	12.469752311706543	8.28311538696289	6.942056655883789	6.955338001251221	NaN	7.151825904846191	11.993339538574219	9.145670890808105
cont_P25690		Ovis aries	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	212.95223999023438	32.498634338378906	97.36132049560547	NaN	36.62342834472656	54.259613037109375	37.105857849121094	35.43167495727539	97.79497528076172	86.09772491455078	88.42285919189453	26.331348419189453	32.859527587890625	NaN	27.88156509399414	NaN	NaN	NaN	NaN	NaN	NaN	129.28689575195312	NaN	57.07994842529297	NaN	NaN	NaN	NaN	256.2481994628906	35.07809829711914	NaN	NaN	109.31819152832031	30.390024185180664	75.7192611694336	110.40836334228516	28.24664878845215	62.994354248046875	NaN	207.61904907226562	58.068138122558594
cont_P63165	SUMO1	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.88453674316406	5.922397613525391	20.899450302124023	13.162084579467773	23.4835262298584	NaN	6.722476959228516	8.533988952636719	NaN	NaN	NaN	NaN	32.21471405029297	17.215728759765625	46.84505081176758	NaN	45.41246795654297	60.30473709106445	41.6679801940918	31.504453659057617	52.81528091430664	33.10537338256836	28.948833465576172	44.41231918334961	54.69317626953125	29.981504440307617	65.7571029663086	48.20909118652344	33.14644241333008	NaN	53.04180145263672	NaN	29.074506759643555	39.800506591796875	31.816396713256836	1.077684760093689	NaN	NaN	NaN	23.58313751220703	29.25884437561035	39.318389892578125
cont_Q14525	KRT33B	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.548301696777344	10.441862106323242	NaN	20.242828369140625	48.93923568725586	11.980801582336426	35.82816696166992	90.41178131103516	65.80424499511719	31.264074325561523	15.761467933654785	18.096206665039062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.024572372436523	52.6436653137207	45.48824691772461	NaN	20.61775016784668	30.430166244506836	NaN	NaN	15.911297798156738	NaN	NaN	NaN	NaN	NaN	13.569781303405762	44.550697326660156	43.202972412109375	30.82929229736328	59.103485107421875	NaN	NaN	761.514892578125
cont_Q14532	KRT32	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.59264612197876	NaN	NaN	2.8483529090881348	6.016451358795166	3.922065019607544	5.490636825561523	7.532459735870361	20.244569778442383	2.6778669357299805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.595010280609131	8.993691444396973	9.049299240112305	8.162374496459961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.825464248657227	11.249716758728027	4.8234333992004395	7.2731242179870605	NaN	NaN	NaN	NaN
cont_Q15323	KRT31	Homo sapiens	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.800189733505249	NaN	NaN	NaN	5.490175247192383	4.807676315307617	6.5233588218688965	20.550228118896484	16.59274673461914	9.679343223571777	1.7555644512176514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.01357364654541	10.204723358154297	5.822869300842285	14.025065422058105	NaN	NaN	256.62261962890625
O05268	yumC	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	340.4192199707031	128.03424072265625	133.591064453125	140.30661010742188	139.91529846191406	112.53404998779297	111.2813720703125	97.41924285888672	58.34878921508789	100.67037963867188	57.914241790771484	69.63553619384766	190.61294555664062	99.79261779785156	128.9668731689453	337.65911865234375	139.8913116455078	213.80633544921875	208.8848876953125	166.80076599121094	326.8284606933594	172.40234375	151.53382873535156	191.72418212890625	271.21832275390625	133.9824676513672	200.77467346191406	182.2825469970703	283.1790466308594	155.6665496826172	191.2015380859375	134.39401245117188	185.74403381347656	193.40646362304688	171.5897979736328	89.36919403076172	90.53943634033203	84.92070007324219	83.45042419433594	179.96437072753906	161.1446075439453	212.56117248535156
O05405	yrhO	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.683124542236328	NaN	11.29062557220459	13.73154354095459	NaN	3.655555248260498	40.827754974365234	54.08366012573242	NaN	25.887920379638672	19.92161750793457	22.678022384643555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.7131829261779785	15.03886604309082	NaN	NaN	5.13311243057251	NaN	5.769624710083008	NaN	NaN	NaN	NaN	NaN	24.917064666748047	34.263763427734375	NaN	3.470390558242798	NaN
O06475	yfmQ	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.468013763427734	110.87088012695312	273.7515563964844	54.60193634033203	52.895389556884766	53.00843048095703	84.00749206542969	404.05120849609375	86.81586456298828	106.60445404052734	87.56484985351562	108.49324798583984	41.74310302734375	32.668052673339844	69.29458618164062	338.8921203613281	32.79625701904297	38.50965118408203	55.440895080566406	51.31757354736328	63.017822265625	65.39497375488281	107.22322845458984	60.601261138916016	57.85594177246094	149.17694091796875	46.747352600097656	174.86526489257812	25.686054229736328	69.96920776367188	24.10072898864746	70.25081634521484	19.0492000579834	335.1412353515625	35.535072326660156	79.33585357666016	277.1163330078125	176.63946533203125	97.51766204833984	19.623811721801758	29.387577056884766	119.3954849243164
O06722	yisI	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.542984008789062	10.252725601196289	11.683219909667969	11.350188255310059	NaN	NaN	5.532885551452637	12.79497241973877	NaN	NaN	NaN	NaN	23.27179527282715	10.4053373336792	12.657437324523926	16.06757354736328	21.640422821044922	13.850308418273926	17.4027156829834	20.547931671142578	8.324258804321289	12.43983268737793	NaN	17.03279685974121	13.078641891479492	7.508453369140625	28.332157135009766	NaN	19.5678653717041	NaN	11.681533813476562	NaN	10.753325462341309	NaN	15.532583236694336	NaN	NaN	NaN	NaN	25.990400314331055	12.135305404663086	17.125720977783203
O06981	yvcS	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.0207405090332	14.148892402648926	28.825664520263672	13.622567176818848	13.70062255859375	5.914580821990967	9.27347183227539	9.370856285095215	NaN	NaN	NaN	NaN	15.2380952835083	15.845612525939941	45.65544509887695	50.17106628417969	17.686443328857422	31.636756896972656	63.70698165893555	60.3957633972168	26.38302993774414	12.804622650146484	NaN	36.64619445800781	33.80270004272461	10.809497833251953	38.0345573425293	32.747982025146484	NaN	NaN	25.139760971069336	NaN	29.430145263671875	41.061920166015625	20.938770294189453	NaN	4.898474216461182	3.6499948501586914	NaN	25.40005111694336	13.639978408813477	41.3387565612793
O31653	ykzH	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.71245574951172	NaN	78.30339813232422	NaN	NaN	NaN	4.876450061798096	NaN	15.508849143981934	26.249967575073242	33.15165328979492	NaN	50.20780944824219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.255020141601562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	183.6067657470703	NaN	27.012821197509766	NaN	NaN	NaN	NaN	20.17426872253418	11.39037799835205	24.109039306640625	NaN	60.27638626098633	NaN
O31712	yknZ	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.726747512817383	9.176450729370117	10.353214263916016	15.431183815002441	25.416715621948242	26.777179718017578	23.285985946655273	20.750118255615234	32.03656768798828	38.572021484375	41.288795471191406	17.13527488708496	17.069107055664062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.119264602661133	16.828271865844727	49.069923400878906	NaN	18.5947265625	NaN	9.222752571105957	66.07414245605469	NaN	NaN	NaN	NaN	11.975123405456543	41.42333984375	24.928794860839844	23.28716468811035	14.754280090332031	NaN	NaN	14.802428245544434
P37553	fin	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.502077102661133	10.185256958007812	16.64971351623535	NaN	13.83268928527832	NaN	17.78417205810547	NaN	NaN	18.485815048217773	43.95250701904297	NaN	NaN	58.784141540527344	NaN	NaN	33.51614761352539	57.49274444580078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.26408767700195	142.2780303955078	NaN	NaN	NaN	NaN	NaN	NaN	6.935444355010986	17.573205947875977	17.74574851989746	NaN	NaN	8.00347900390625
P39215	mcpB	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.03081512451172	7.942072868347168	21.997215270996094	25.65237045288086	9.557024002075195	16.9101619720459	10.122020721435547	19.23750877380371	NaN	NaN	NaN	NaN	23.638710021972656	20.25772476196289	65.14511108398438	76.35002899169922	20.119720458984375	41.7507438659668	23.449796676635742	38.41932678222656	37.022945404052734	NaN	23.68313980102539	26.031047821044922	NaN	NaN	41.024322509765625	NaN	19.719526290893555	31.513357162475586	17.615137100219727	7.344785690307617	24.553659439086914	74.83222961425781	24.232746124267578	NaN	NaN	17.142147064208984	NaN	80.14814758300781	14.25696086883545	18.900415420532227
P39795	treA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.695422887802124	NaN	1.2679303884506226	NaN	NaN	NaN	5.149639129638672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1850402355194092	8.024614334106445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.256648540496826	NaN	NaN
P39840	galM	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.35118865966797	NaN	NaN	NaN	60.6081428527832	101.8045654296875	48.35956573486328	54.3555793762207	44.351318359375	28.62973403930664	49.501224517822266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.0737419128418	NaN	NaN	NaN	374.2333984375	34.07234573364258	NaN	NaN	NaN	28.68801498413086	68.22331237792969	37.97841262817383	52.0841178894043	39.69457244873047	NaN	175.3062286376953	NaN
P42298	yxiF	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.998355865478516	NaN	11.897987365722656	NaN	11.486859321594238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.8351850509643555	21.374874114990234	46.72581481933594	35.72502517700195	NaN	48.49897766113281	21.84812355041504	15.866738319396973	12.789969444274902	24.28828239440918	31.95332908630371	25.519296646118164	NaN	20.80803871154785	NaN	NaN	NaN	NaN	NaN	47.439945220947266	NaN	22.4337158203125	3.3645265102386475	1.9095269441604614	NaN	NaN	NaN	NaN	33.410797119140625
P42979	ypjD	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.133058547973633	NaN	NaN	25.297054290771484	29.767667770385742	12.138032913208008	40.88599395751953	60.91699981689453	98.0517349243164	15.340542793273926	19.22601318359375	25.75234603881836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.593704223632812	61.292327880859375	22.929725646972656	64.42057800292969	51.98786163330078	5.834483623504639	190.45989990234375	7.032484531402588	NaN	NaN	NaN	NaN	NaN	15.560690879821777	21.502412796020508	48.56637191772461	43.35655212402344	63.76081466674805	NaN	NaN	NaN
