PG.ProteinGroups	PG.Genes	PG.Organisms	[1] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_0cell_P1.raw.PG.Quantity	[2] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_0cell_P2.raw.PG.Quantity	[3] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_0cell_P3.raw.PG.Quantity	[4] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_0cell_P4.raw.PG.Quantity	[5] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P1O2.raw.PG.Quantity	[6] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P2A1.raw.PG.Quantity	[7] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P2B1.raw.PG.Quantity	[8] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P2C1.raw.PG.Quantity	[9] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_st_P2D1.raw.PG.Quantity	[10] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_10bacillus_us_P1O4.raw.PG.Quantity	[11] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1A2.raw.PG.Quantity	[12] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1B2.raw.PG.Quantity	[13] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1C2.raw.PG.Quantity	[14] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1D2.raw.PG.Quantity	[15] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1E2.raw.PG.Quantity	[16] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1F2.raw.PG.Quantity	[17] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1G2.raw.PG.Quantity	[18] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1H2.raw.PG.Quantity	[19] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1I2.raw.PG.Quantity	[20] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1J2.raw.PG.Quantity	[21] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1K2.raw.PG.Quantity	[22] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1L2.raw.PG.Quantity	[23] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1M2.raw.PG.Quantity	[24] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P1N2.raw.PG.Quantity	[25] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2A2.raw.PG.Quantity	[26] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2B2.raw.PG.Quantity	[27] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2C2.raw.PG.Quantity	[28] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2D2.raw.PG.Quantity	[29] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2E2.raw.PG.Quantity	[30] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2F2.raw.PG.Quantity	[31] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2G2.raw.PG.Quantity	[32] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2H2.raw.PG.Quantity	[33] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2I2.raw.PG.Quantity	[34] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2J2.raw.PG.Quantity	[35] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2K2.raw.PG.Quantity	[36] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2L2.raw.PG.Quantity	[37] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2M2.raw.PG.Quantity	[38] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_st_P2N2.raw.PG.Quantity	[39] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1A4.raw.PG.Quantity	[40] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1B4.raw.PG.Quantity	[41] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1C4.raw.PG.Quantity	[42] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1D4.raw.PG.Quantity	[43] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1E4.raw.PG.Quantity	[44] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1F4.raw.PG.Quantity	[45] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1G4.raw.PG.Quantity	[46] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1H4.raw.PG.Quantity	[47] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1I4.raw.PG.Quantity	[48] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1J4.raw.PG.Quantity	[49] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1K4.raw.PG.Quantity	[50] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1L4.raw.PG.Quantity	[51] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1M4.raw.PG.Quantity	[52] 20250908_A1_Neo6_TH116_Ledolter_MS_TechHub_IMP_THIDTC003_bacillus_us_P1N4.raw.PG.Quantity
P28368	yvyD	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	5.433201789855957	13.04370403289795	9.23477554321289	4.211194038391113	9.932661056518555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P28598	groEL	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	37.121028900146484	20.459339141845703	22.191673278808594	15.731098175048828	20.60045051574707	16.094032287597656	NaN	NaN	NaN	NaN	16.466632843017578	2.4883100986480713	3.5533950328826904	NaN	NaN	NaN	NaN	NaN	3.717498540878296	8.086335182189941	NaN	NaN	NaN	10.179869651794434	10.584077835083008	NaN	NaN	NaN	NaN	NaN	NaN	15.904485702514648	NaN	NaN	NaN	NaN	6.058132648468018	NaN	16.5229549407959	20.383380889892578	2.6377923488616943	NaN	NaN	NaN	NaN	5.742697238922119	NaN	20.06793975830078
P32081	cspB	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	13.212018013000488	10.926011085510254	21.308940887451172	16.425922393798828	16.86280059814453	34.68793487548828	NaN	NaN	NaN	NaN	NaN	7.405876159667969	7.236103057861328	5.129985332489014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.628413200378418	NaN	17.67878532409668	NaN	NaN	NaN	17.393539428710938	NaN	NaN	NaN	NaN	13.853290557861328	NaN	11.191823959350586
P33166	tuf	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	100.50774383544922	45.32158660888672	73.83200073242188	42.07950210571289	62.31074523925781	95.46392059326172	NaN	NaN	NaN	3.191246509552002	10.984586715698242	NaN	17.684223175048828	13.303926467895508	14.211528778076172	9.275938987731934	9.804567337036133	7.659573554992676	10.386836051940918	7.065502643585205	13.099665641784668	19.134899139404297	37.15895462036133	11.168145179748535	8.81373405456543	10.656648635864258	5.302514553070068	NaN	12.99358081817627	3.8307104110717773	NaN	NaN	NaN	NaN	23.26721954345703	NaN	32.365909576416016	NaN	36.05819320678711	39.575599670410156	23.2459716796875	14.369625091552734	13.612667083740234	25.425912857055664	10.129388809204102	41.87217330932617	NaN	21.146371841430664
P37477	lysS	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	13.689539909362793	7.904752731323242	8.02442741394043	6.1229248046875	11.62956428527832	10.088178634643555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37807	rpmB	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	17.520465850830078	36.953426361083984	40.56868362426758	17.39088249206543	23.43844985961914	14.389707565307617	NaN	NaN	NaN	NaN	NaN	NaN	5.464497089385986	NaN	NaN	NaN	NaN	1.283858299255371	24.94846534729004	NaN	11.82065486907959	54.967803955078125	45.48598861694336	20.304916381835938	18.839021682739258	NaN	29.421005249023438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.859006881713867	NaN	NaN	NaN	11.304052352905273	NaN	NaN	NaN	NaN	NaN	NaN	23.972164154052734
P37808	atpA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	32.52473449707031	22.548328399658203	36.25541305541992	23.902353286743164	34.955074310302734	17.666166305541992	NaN	NaN	3.5381298065185547	4.986476898193359	NaN	2.103281021118164	4.491539478302002	3.4639482498168945	NaN	NaN	4.079869270324707	NaN	NaN	NaN	NaN	10.520047187805176	NaN	6.485089302062988	13.537714004516602	21.480731964111328	NaN	NaN	NaN	NaN	NaN	4.314199447631836	NaN	NaN	7.6112542152404785	NaN	4.90913200378418	NaN	9.205514907836914	10.1632661819458	5.239706039428711	4.155421733856201	3.301464319229126	NaN	NaN	5.114748001098633	NaN	NaN
P37810	atpG	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	9.760554313659668	8.249414443969727	7.572376728057861	5.156459331512451	7.509180068969727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37814	atpF	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	13.199424743652344	10.40678596496582	19.65351676940918	7.470930099487305	14.121330261230469	3.2774665355682373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37869	eno	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	47.871490478515625	36.10945129394531	23.660808563232422	19.887842178344727	23.35374641418457	21.292985916137695	NaN	NaN	NaN	NaN	15.31385612487793	NaN	9.64568042755127	8.935429573059082	NaN	NaN	NaN	NaN	14.732940673828125	NaN	NaN	NaN	NaN	NaN	12.403010368347168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.193544387817383	NaN	7.0538330078125	NaN	15.578535079956055	19.413379669189453	2.9001986980438232	2.9538211822509766	NaN	NaN	NaN	21.320514678955078	NaN	8.468122482299805
P37870	rpoB	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	26.79985237121582	27.42289924621582	21.53255844116211	17.10220718383789	23.484548568725586	13.440075874328613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37871	rpoC	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	14.890706062316895	6.594857692718506	11.441131591796875	9.994980812072754	11.004459381103516	8.320555686950684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37877	ackA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	19.205066680908203	3.2878224849700928	9.589269638061523	4.128892421722412	13.99337100982666	9.20319938659668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P39643	bacF	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	9.44481372833252	NaN	6.8498125076293945	9.585968971252441	11.6587495803833	NaN	NaN	9.23444652557373	31.321931838989258	NaN	11.305048942565918	4.8379669189453125	26.749711990356445	9.762170791625977	NaN	NaN	NaN	NaN	32.848777770996094	10.959274291992188	16.03089714050293	NaN	39.828216552734375	25.580116271972656	45.967872619628906	57.20450973510742	13.011717796325684	31.884477615356445	12.538240432739258	29.11396598815918	34.62357711791992	NaN	NaN	56.003257751464844	48.691627502441406	NaN	NaN	NaN	NaN	48.47374725341797	28.612443923950195	NaN	4.275647163391113	NaN	NaN	23.730093002319336	NaN	25.602487564086914
P39646	pta	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	4.4744873046875	1.6927286386489868	4.351857662200928	11.261773109436035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P39772	asnS	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	10.835296630859375	7.002676963806152	11.878612518310547	5.244946479797363	9.44990348815918	6.503665924072266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P39773	gpmI	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	2.408329725265503	NaN	187.06893920898438	8.040597915649414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P40409	feuA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	27.8122615814209	7.566943168640137	18.748088836669922	16.722145080566406	9.275039672851562	23.91227149963379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P42060	rplV	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	41.35152816772461	30.652854919433594	40.63772201538086	11.666898727416992	31.870893478393555	18.232418060302734	NaN	NaN	NaN	NaN	NaN	NaN	2.545281410217285	NaN	NaN	NaN	NaN	NaN	6.437851428985596	NaN	9.269370079040527	2.6000828742980957	8.041494369506836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.2196946144104	NaN	3.645481824874878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.815231323242188
P42919	rplB	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	70.87202453613281	70.29032897949219	81.543701171875	62.52915954589844	84.35041809082031	30.93316078186035	NaN	NaN	NaN	7.358799457550049	10.624775886535645	6.400426387786865	7.348065376281738	5.7626519203186035	NaN	NaN	NaN	NaN	16.576171875	7.542105197906494	21.416669845581055	25.18170738220215	23.837568283081055	16.77212905883789	26.38119888305664	25.421342849731445	24.925155639648438	21.316883087158203	14.229552268981934	9.704000473022461	38.78025436401367	8.944206237792969	20.970836639404297	NaN	16.260665893554688	NaN	11.755256652832031	NaN	31.384824752807617	16.88992691040039	7.381505489349365	NaN	2.5324020385742188	NaN	NaN	23.144880294799805	NaN	13.475401878356934
P42920	rplC	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	46.38186264038086	59.72235107421875	54.34109878540039	44.496864318847656	46.94669723510742	17.84014320373535	NaN	NaN	NaN	NaN	22.44254493713379	NaN	20.589937210083008	4.412168502807617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.030521392822266	19.47386360168457	38.592350006103516	8.34501838684082	15.303263664245605	13.665870666503906	29.656965255737305	NaN	NaN	10.62359619140625	NaN	NaN	NaN	8.277820587158203	NaN	8.580005645751953	NaN	14.984895706176758	NaN	NaN	NaN	NaN	NaN	NaN	24.73383903503418	NaN	9.609207153320312
P42921	rplD	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	122.134033203125	110.00013732910156	138.9564666748047	89.43183898925781	131.4799346923828	40.34203338623047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P42923	rplJ	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	82.94422912597656	76.43456268310547	76.60294342041016	60.09221267700195	82.75540161132812	35.28217315673828	NaN	NaN	NaN	NaN	17.30704689025879	5.064634799957275	5.697459697723389	6.542212009429932	NaN	NaN	NaN	NaN	10.170927047729492	3.048579216003418	12.691265106201172	52.642723083496094	20.467327117919922	34.469703674316406	30.401165008544922	35.44304656982422	18.04831886291504	NaN	NaN	NaN	10.522994041442871	NaN	NaN	NaN	14.607009887695312	NaN	16.114120483398438	NaN	21.835729598999023	28.87867546081543	11.31281852722168	NaN	NaN	NaN	NaN	19.138635635375977	NaN	11.118415832519531
P42924	rplW	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	20.88844108581543	33.489166259765625	38.05056381225586	29.86729621887207	34.25564193725586	11.649024963378906	NaN	NaN	NaN	NaN	7.088425636291504	NaN	11.682428359985352	5.77968168258667	NaN	NaN	NaN	NaN	4.306563854217529	NaN	NaN	NaN	NaN	10.859085083007812	NaN	12.072089195251465	12.624509811401367	NaN	10.932873725891113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.927703857421875	NaN	21.70741844177246	15.30016803741455	5.067521572113037	NaN	7.131658554077148	NaN	NaN	16.314834594726562	NaN	5.031607627868652
P46898	rplF	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	64.46638488769531	50.21385955810547	47.95753479003906	39.43437194824219	50.1119270324707	36.98557662963867	NaN	NaN	NaN	NaN	NaN	NaN	101.30542755126953	132.1395721435547	NaN	NaN	NaN	NaN	242.66116333007812	NaN	342.09307861328125	277.0994873046875	202.42723083496094	106.98193359375	NaN	121.14564514160156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	195.67506408691406	NaN	309.9767761230469	NaN	NaN	247.4269256591797	233.1558380126953	NaN	NaN	NaN	NaN	242.21588134765625	NaN	247.76121520996094
P46899	rplR	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	129.8751678466797	65.82757568359375	123.72090911865234	64.6952896118164	84.0152587890625	60.61411666870117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P54159	dynA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.223993301391602	NaN	3.6001060009002686	NaN	NaN	NaN	NaN	NaN	5.631189823150635	9.565515518188477	NaN	NaN	NaN	NaN	34.694480895996094	NaN	20.2657413482666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.925357818603516	NaN	NaN	NaN	NaN	24.927871704101562	NaN	NaN	NaN	NaN	NaN	NaN	10.447243690490723	21.867252349853516
P54375	sodA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	1.6563855409622192	9.884547233581543	17.282617568969727	7.532647132873535	19.55579376220703	16.52164077758789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P54419	metK	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	34.09912109375	16.5120792388916	14.19714069366455	8.079080581665039	23.82851219177246	43.442684173583984	11.269227027893066	5.478200912475586	14.954652786254883	11.570574760437012	14.14689826965332	5.811323165893555	6.383066654205322	13.461746215820312	12.204414367675781	7.363424777984619	6.516519546508789	8.778176307678223	6.787027359008789	4.946782112121582	NaN	21.227298736572266	22.570636749267578	12.776597023010254	6.400627613067627	9.984889030456543	9.584583282470703	15.3776273727417	28.79241943359375	16.497358322143555	NaN	NaN	35.47430419921875	NaN	19.423837661743164	NaN	13.130179405212402	5.809937953948975	19.43339729309082	8.182096481323242	16.571102142333984	11.892860412597656	13.424363136291504	10.687121391296387	12.455667495727539	21.0257511138916	17.98210906982422	5.33817720413208
P54466	floA	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	9.879846572875977	7.002487659454346	11.977779388427734	8.006142616271973	10.919843673706055	6.594047546386719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P55873	rplT	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	44.989505767822266	30.60142707824707	45.07849884033203	29.510610580444336	57.704139709472656	19.380762100219727	NaN	NaN	NaN	NaN	NaN	NaN	6.943337440490723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.73723602294922	22.829004287719727	NaN	NaN	50.29576110839844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P55874	rpmI	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	43.28737258911133	37.92634201049805	49.644222259521484	39.38393783569336	54.2509880065918	54.08163070678711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P70974	rplM	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	66.6182861328125	59.067665100097656	65.61351776123047	41.84454345703125	40.78255844116211	23.003232955932617	NaN	NaN	5.192878723144531	NaN	22.837080001831055	9.345108032226562	19.129390716552734	NaN	NaN	NaN	NaN	NaN	12.537993431091309	11.65987491607666	23.254966735839844	26.374229431152344	21.692338943481445	31.119586944580078	39.43040466308594	23.091609954833984	16.950021743774414	8.600927352905273	NaN	11.762321472167969	NaN	NaN	14.635796546936035	NaN	31.341339111328125	NaN	34.08790969848633	NaN	36.51424789428711	20.734975814819336	12.36706256866455	NaN	NaN	NaN	NaN	44.373050689697266	NaN	18.09676170349121
P80698	tig	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	18.0056209564209	12.926506996154785	18.382221221923828	12.074589729309082	15.1688814163208	12.77617073059082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P80700	tsf	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	26.73550796508789	5.458466053009033	19.65765953063965	8.53369140625	17.463964462280273	22.071840286254883	NaN	NaN	NaN	NaN	NaN	NaN	3.8780577182769775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.1443915367126465	NaN	7.107989311218262	NaN	20.15947151184082	14.264449119567871	20.1264705657959	NaN	NaN	NaN	NaN	9.642065048217773	NaN	13.465699195861816
P80861	yjlD	Bacillus subtilis (strain 168)	NaN	NaN	NaN	NaN	18.54762840270996	11.875027656555176	9.228754043579102	4.575927257537842	9.679015159606934	2.8468263149261475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
