[1] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_01.raw.PG.Quantity	[2] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_02.raw.PG.Quantity	[3] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_03.raw.PG.Quantity	[4] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_01.raw.PG.Quantity	[5] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_02.raw.PG.Quantity	[6] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_03.raw.PG.Quantity	[7] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_01.raw.PG.Quantity	[8] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_02.raw.PG.Quantity	[9] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_03.raw.PG.Quantity	[10] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_01.raw.PG.Quantity	[11] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_02.raw.PG.Quantity	[12] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_03.raw.PG.Quantity	[13] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_01.raw.PG.Quantity	[14] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_02.raw.PG.Quantity	[15] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_03.raw.PG.Quantity	[16] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_01.raw.PG.Quantity	[17] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_02.raw.PG.Quantity	[18] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_03.raw.PG.Quantity	T: PG.Genes
20.7992	20.3779	21.3045	23.0006	22.8338	22.7644	19.7273	20.1108	19.8739	18.3407	18.3555	18.2231	17.9153	20.0102	18.6735	NaN	NaN	NaN	icd
17.0079	15.6134	16.5746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	mnaA
21.9596	21.6716	22.9221	NaN	NaN	NaN	20.5814	20.4383	21.0082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yhbE
19.8293	19.8726	19.7437	19.8597	19.9695	19.8994	20.1053	20.1217	20.1946	18.8296	18.7737	18.9463	NaN	NaN	NaN	NaN	NaN	NaN	prkA
16.4594	17.3964	16.9682	19.0898	19.7599	22.0923	NaN	NaN	NaN	17.3332	17.9131	18.302	NaN	NaN	NaN	NaN	NaN	NaN	rocF
21.1687	21.193	21.1339	20.4327	20.266	20.5408	22.1811	22.171	22.1882	16.9802	15.9868	16.4193	20.0903	20.0851	19.7929	NaN	NaN	NaN	pdp
15.6412	16.6862	17.5053	19.3633	19.2683	19.1389	18.8943	18.68	19.003	10.9337	10.0024	13.3937	NaN	NaN	NaN	NaN	NaN	NaN	glyA
22.3632	22.3546	22.3261	23.5681	23.3803	23.3848	22.9853	22.9801	22.9939	22.6128	22.5403	22.7642	21.6773	21.6135	21.5839	22.7617	22.5398	23.0516	upp
15.8372	16.675	16.436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ywlC
16.6564	16.4281	16.1474	16.3573	16.6333	17.4307	NaN	NaN	NaN	23.471	23.6371	23.4078	NaN	NaN	NaN	NaN	NaN	NaN	ywlF
18.9757	19.0007	19.4832	21.6902	21.2592	21.1601	19.9086	19.5978	20.0202	20.5137	20.3451	20.116	NaN	NaN	NaN	21.1853	21.2096	21.017	cspC
19.4319	19.4277	19.3829	16.2033	18.1702	19.3056	21.7295	21.9292	21.9081	16.102	15.9431	17.5694	NaN	NaN	NaN	NaN	NaN	NaN	galT
19.2738	19.2226	19.088	19.1821	19.3788	19.1178	19.8878	19.8305	19.8286	17.9898	18.6628	19.2306	18.4282	18.8243	18.0537	NaN	NaN	NaN	dltE
17.4358	17.5774	17.0517	NaN	NaN	NaN	20.2204	20.2024	20.4148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	dltD
12.027	NaN	13.1609	13.2351	10.6882	14.2652	NaN	NaN	NaN	NaN	NaN	7.39069	NaN	NaN	NaN	11.6034	12.2638	1.60367	dltC
19.0837	19.1611	19.1344	20.5992	21.335	21.3396	20.7241	20.8783	20.3077	19.8967	20.123	20.4438	19.8782	19.5118	19.4869	19.0441	20.0943	19.3382	dltA
19.5272	19.6028	19.7464	20.1767	20.0719	20.1103	20.0076	20.0553	20.0286	18.6754	19.0008	20.6034	18.5677	18.6278	18.8269	NaN	NaN	NaN	thiM
19.6165	19.6478	19.6225	21.2139	21.6758	21.9558	19.6413	19.5368	19.5266	18.595	18.9266	18.9604	19.6132	19.4767	19.6465	NaN	NaN	NaN	thiE
20.4301	21.1684	21.3719	22.0287	22.3847	22.269	22.6426	22.6326	22.73	19.7438	20.1094	19.9508	22.3736	22.5073	22.4894	22.2435	22.1297	22.0363	efeM
17.0041	17.1178	17.4554	NaN	NaN	NaN	18.8331	18.6741	18.5778	NaN	NaN	NaN	15.2871	17.3353	14.7407	NaN	NaN	NaN	efeB
14.8298	15.6514	14.9157	NaN	6.57957	11.938	NaN	NaN	NaN	13.0955	13.15	11.9989	NaN	NaN	NaN	NaN	NaN	NaN	ywbO
18.9308	18.8008	18.8755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ywdH
16.8949	16.6505	16.6958	17.1862	16.7761	17.7185	19.0357	18.856	18.38	14.3856	13.5177	15.6023	16.2416	17.0335	16.9667	NaN	NaN	NaN	ywdI
17.0076	17.2019	17.9571	19.7617	20.9106	22.7896	15.6439	16.9879	16.8327	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rocA
15.4978	15.195	14.9173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rsfA
14.3785	14.745	13.6339	14.3074	13.746	14.6758	NaN	NaN	NaN	18.7942	14.8733	20.4458	NaN	NaN	NaN	NaN	NaN	NaN	comER
17.6321	17.8691	17.8668	18.6045	19.8252	21.2863	20.5667	20.9387	21.093	14.4005	15.6408	15.8612	NaN	NaN	NaN	NaN	NaN	NaN	flhO
18.2869	18.2398	18.6028	NaN	NaN	NaN	19.0798	19.3672	18.7264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ampS
21.1147	21.1165	21.0476	22.3201	22.4745	22.3055	20.814	20.7529	20.7244	19.6634	19.4452	19.4916	21.3732	22.5618	20.1402	NaN	NaN	NaN	pyrR
14.732	15.1413	14.3549	15.476	15.0687	16.434	17.5467	17.8958	16.7852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	purT
16.7978	17.2948	17.548	20.1764	20.2753	18.9703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.748	1.40723	NaN	NaN	NaN	asnS
23.2976	23.1958	23.3338	22.0764	21.9636	21.9811	23.1405	23.1728	23.2238	22.3061	22.2098	22.3578	22.9408	22.9488	23.0512	22.0256	22.148	21.9519	gpmI
19.1869	19.3635	19.558	22.4906	22.4831	22.4054	21.481	21.6786	21.5275	18.4626	18.7585	18.8716	18.4556	18.4084	18.0682	16.983	17.8405	17.4256	clpY
21.781	22.0142	21.5939	20.5164	20.597	20.0603	20.5806	20.4428	20.6018	19.6511	19.6776	19.6168	21.3031	21.2119	21.2544	NaN	NaN	NaN	codY
20.1034	19.9213	20.0671	21.0924	21.3246	21.5317	21.6696	21.311	21.6558	19.1577	18.9656	18.5804	21.2291	21.2155	21.2088	19.5991	19.534	19.5579	ponA
20.2753	20.3298	19.8293	19.0506	18.9438	19.2137	21.9328	21.9879	21.9489	20.6278	19.0316	18.8971	20.3848	20.4158	20.3665	19.7709	19.6997	19.5673	treP
21.5539	21.5568	21.4162	21.9365	21.57	21.5734	20.5882	20.3593	20.5689	20.0485	20.1613	20.1511	20.7899	20.8201	20.8284	NaN	NaN	NaN	treA
12.2229	NaN	12.5789	17.5717	17.3862	17.1773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cheW
16.439	16.3164	15.5921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ipi
19.7632	19.5874	19.5573	16.989	16.9334	16.9649	19.7672	19.6531	19.5304	15.508	15.5593	15.8071	19.6956	19.5718	19.5173	NaN	NaN	NaN	licT
15.8906	16.2202	15.2746	21.2923	21.2361	21.1594	NaN	NaN	NaN	16.4167	16.364	15.9787	NaN	NaN	NaN	NaN	NaN	NaN	gltA
17.538	17.8426	17.2432	17.4614	17.2827	17.6028	20.1646	19.9766	20.6522	10.8641	13.2695	16.5218	19.254	18.6047	18.6312	NaN	NaN	NaN	topA
17.3555	17.2021	17.4762	16.0837	15.471	15.242	18.4772	18.2467	18.4643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	gamP
19.3242	19.4302	19.3479	18.4256	18.1758	18.1673	19.7558	19.8535	19.7403	18.5004	18.5716	18.642	19.6652	19.4951	18.8201	16.752	16.4142	16.5655	proA
20.6595	20.1402	18.7603	19.8477	19.6663	20.2765	16.1687	16.2488	16.0067	17.996	17.8991	16.9467	NaN	NaN	NaN	NaN	NaN	NaN	aroA
22.1341	22.1116	22.0624	NaN	NaN	NaN	21.3478	21.3149	21.335	NaN	NaN	NaN	21.1472	21.1467	21.2678	NaN	NaN	NaN	yhxD
13.8448	14.013	14.8392	NaN	NaN	NaN	17.4057	16.6821	15.9997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rsbU
16.2575	16.2457	16.585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	swrB
20.3625	20.368	20.0806	21.636	21.5305	21.117	18.9196	19.1163	19.3164	19.7075	19.8026	20.7224	19.8708	19.796	19.5444	NaN	NaN	NaN	feuA
17.3976	17.1901	17.0953	NaN	NaN	NaN	18.0509	18.0723	18.5675	NaN	NaN	NaN	16.4403	16.0582	16.4565	NaN	NaN	NaN	yxxD
17.9251	17.7589	17.2494	18.5666	18.3425	19.8198	NaN	NaN	NaN	NaN	11.8793	0.651147	18.552	18.4796	18.3959	NaN	NaN	NaN	bglH
16.6298	16.8797	16.9723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	pchR
18.2949	17.6959	18.4493	20.8188	21.0958	20.6747	18.8705	18.8171	18.744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cwlO
17.8531	17.5255	17.8375	20.1604	20.2269	20.077	19.1579	19.415	20.1878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	murC
22.0915	22.0954	21.9978	19.0135	19.032	19.2198	23.7873	23.7939	23.77	22.2814	22.7191	21.5106	21.584	21.6071	21.7389	NaN	NaN	NaN	ytxH
22.3392	22.4558	23.2605	22.3165	21.9568	22.0827	21.6574	21.5099	21.6802	15.1747	16.1156	16.9573	20.4477	20.539	20.4057	13.6775	14.4419	13.7365	dhbE
26.2346	26.0768	26.0432	25.8018	25.5054	25.5318	26.0415	26.1117	26.0864	25.5351	25.613	25.5927	24.543	24.4932	24.6299	25.0258	24.9231	24.9132	pgk
17.8718	17.4129	17.5826	21.8611	21.5789	21.5922	NaN	NaN	NaN	18.1485	18.3295	18.4152	NaN	NaN	NaN	NaN	NaN	NaN	rplV
14.9683	15.5254	15.332	19.8179	20.2295	20.6828	20.2112	19.874	19.561	15.781	15.6642	16.0427	NaN	NaN	NaN	NaN	NaN	NaN	cgeA
16.8721	16.6747	16.624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	narH
16.2008	16.0007	16.2432	17.65	17.6089	17.672	NaN	NaN	NaN	15.2523	15.0417	15.8835	NaN	NaN	NaN	NaN	NaN	NaN	tcyA
14.7457	15.7891	16.2001	16.8515	19.3705	19.4045	NaN	NaN	NaN	17.0243	18.6035	18.9236	NaN	NaN	NaN	NaN	NaN	NaN	ycbJ
17.9304	18.0122	18.0397	18.3848	18.2447	18.1391	17.5947	17.7047	17.5905	16.1656	16.2811	15.7372	16.9587	16.9854	16.8272	NaN	NaN	NaN	yxjG
18.487	17.5348	18.7005	NaN	NaN	NaN	18.2144	18.288	18.8596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yckB
20.4288	20.1703	20.3326	21.1947	21.2339	21.4064	NaN	NaN	NaN	19.4686	21.1511	20.0652	20.7561	20.5067	20.4511	19.997	20.1249	20.3498	bglC
11.4924	12.3823	13.9461	12.9063	9.48681	NaN	NaN	NaN	NaN	13.0227	12.3986	12.1985	NaN	NaN	NaN	1.12707	11.8152	1.0801	hxlA
14.4174	14.4123	16.4253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.5474	17.9419	17.7981	NaN	NaN	NaN	rsbRA
17.1002	17.4319	17.4809	18.7086	20.4013	19.0538	17.4989	17.6387	17.7895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rsbT
19.4883	18.93	19.4373	16.1134	18.1231	17.8145	21.0269	21.0913	21.013	14.1118	13.5363	13.792	18.4039	17.9159	18.3763	NaN	NaN	NaN	iolA
15.965	16.3504	16.6252	NaN	NaN	11.6282	NaN	NaN	NaN	14.6077	15.5839	15.6059	NaN	NaN	NaN	NaN	NaN	NaN	iolC
17.2275	16.8343	15.5731	NaN	NaN	NaN	17.9423	17.753	17.5885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	iolD
19.689	19.6828	19.5778	18.4007	20.4102	20.3737	19.883	19.7672	19.7847	14.9382	16.6556	16.8112	19.036	19.0407	19.0593	NaN	NaN	NaN	nasD
20.7717	20.7067	20.6326	19.2661	19.4385	19.3428	20.1208	20.4036	19.7979	16.4897	16.3856	16.1163	18.221	18.2975	18.103	NaN	NaN	NaN	nasE
21.6948	22.1283	21.611	23.7875	24.1131	23.8909	24.4204	25.4865	24.5041	26.1813	26.1774	25.7433	NaN	NaN	NaN	24.6191	24.0082	24.808	rplB
18.9122	19.1674	19.4753	20.3855	19.9962	20.0733	20.8149	21.061	21.3086	17.408	17.1363	16.937	18.4271	19.0398	18.846	17.4428	16.1791	15.0418	rplC
16.2986	16.5921	16.0482	20.9401	20.8376	20.4369	19.2825	19.0614	18.5778	NaN	NaN	NaN	NaN	NaN	NaN	14.5153	13.679	NaN	rplD
16.9832	17.3297	17.6429	12.9967	15.9539	15.5197	14.8746	15.1061	15.726	NaN	NaN	NaN	13.6123	12.8452	12.6051	0.38438	9.90294	8.24569	yslB
19.3637	19.3924	19.3634	19.0097	18.8741	18.864	19.252	20.7697	20.783	NaN	NaN	NaN	17.563	18.6218	14.1839	NaN	NaN	NaN	mtlA
17.1646	20.1165	20.6063	NaN	NaN	NaN	NaN	NaN	NaN	16.9389	15.7168	19.8759	NaN	NaN	NaN	NaN	NaN	NaN	mtlD
19.1508	19.3011	19.2613	18.0482	18.7202	18.3009	19.3259	19.051	19.4397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ycsA
18.1334	18.2236	18.5629	18.2077	18.0772	18.0469	19.9951	20.0202	20.3634	16.9368	16.8613	17.1695	16.9774	17.5883	17.6364	NaN	NaN	NaN	ycsE
18.3839	18.3183	17.5438	23.6235	24.0659	24.3677	NaN	NaN	NaN	18.2607	18.3485	18.5691	NaN	NaN	NaN	25.8646	25.5586	25.6953	pbpC
18.1183	18.0599	18.5058	17.9079	18.2558	18.0205	19.835	20.7281	20.4004	13.0167	11.5755	13.0929	16.3784	17.5652	17.2931	NaN	NaN	NaN	bglA
22.4927	22.4984	22.4214	21.4785	21.483	21.4007	22.0856	22.1402	22.0889	20.3003	19.8785	19.8478	22.3593	21.9826	22.4446	21.8871	21.7284	21.9159	ahpF
20.0954	19.9356	19.9647	18.953	19.1519	19.0588	19.9989	19.9823	19.8954	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	dapB
17.2045	16.5469	16.6742	15.8022	15.6151	14.7204	17.2392	16.511	16.5899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cca
20.0702	20.1178	20.1109	20.7285	20.7836	20.7927	21.5512	21.8623	21.2531	18.2044	18.314	17.9874	18.7358	18.739	18.3181	NaN	NaN	NaN	tkt
21.9738	21.7591	21.8933	22.7002	22.6572	22.6977	23.2927	22.7435	22.6815	18.6209	18.7037	18.9984	20.1372	20.7416	20.5532	15.421	14.437	14.0861	dhbB
22.0618	22.0411	21.9941	21.9647	21.6299	21.6388	22.1242	22.021	22.0656	19.22	19.3462	19.1425	21.9007	21.8043	21.8489	18.8981	18.9149	18.5048	dhbC
20.3758	20.5149	20.329	21.5767	21.432	21.5109	15.3645	16.3702	16.5425	15.9948	17.0186	17.5117	NaN	NaN	NaN	NaN	NaN	NaN	dhbF
17.3629	17.4991	17.747	18.6639	20.0602	20.356	NaN	NaN	NaN	13.9899	15.7358	15.6234	NaN	NaN	NaN	NaN	NaN	NaN	ywjA
22.7519	22.7186	22.6792	22.3247	22.3931	22.3419	22.6731	22.7322	22.591	21.4346	21.7203	21.6167	21.858	22.0056	22.1613	21.0623	21.2397	21.0908	prfA
13.2868	15.8624	15.4338	19.3557	19.2414	19.2126	16.3868	17.5455	16.9895	NaN	NaN	NaN	12.2146	11.3801	13.3588	NaN	NaN	NaN	yqaP
17.1575	17.3894	17.4707	16.9396	17.3809	17.535	16.7392	16.6688	16.8445	15.5638	15.6901	15.6831	NaN	NaN	NaN	NaN	NaN	NaN	yqcG
21.1007	21.127	21.0638	17.8613	18.0175	18.1953	23.1466	22.8517	22.9273	16.4377	16.2387	16.0868	21.025	20.4533	21.5393	12.4622	10.5523	10.2723	htpG
15.3773	14.2465	13.34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yxbC
19.7872	19.7121	19.6243	20.6105	20.5089	20.6137	19.9994	19.9047	19.8204	16.1093	17.0244	17.0534	17.4284	17.4622	17.4317	NaN	NaN	NaN	iolS
19.3126	19.3568	19.6405	16.9738	17.0151	17.2993	17.9193	17.0665	16.9087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ybeY
17.8448	18.0071	17.9445	18.68	20.9522	21.0487	22.0519	22.1701	21.9838	15.7134	15.4225	16.8666	NaN	NaN	NaN	NaN	NaN	NaN	drm
21.4408	21.5773	21.1825	23.1302	22.8594	22.9268	22.3456	22.325	22.3488	23.1605	22.794	22.8582	21.4326	21.3814	21.4747	18.5914	18.0585	18.951	rplF
22.86	22.8478	22.7562	22.5887	22.5092	22.5111	23.5351	23.7453	23.5804	16.7012	16.5736	16.6612	22.0948	22.0672	21.9733	18.0937	17.8831	18.3318	rplR
22.0645	22.1521	22.014	23.4623	23.3142	22.9854	21.8499	21.8799	21.8416	22.3162	22.3135	22.1609	20.8863	20.8524	20.8647	21.4166	21.3298	21.5864	argS
17.2778	18.6311	18.7093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fnr
22.9429	22.969	22.889	NaN	NaN	NaN	NaN	NaN	NaN	14.6247	13.4171	15.1703	NaN	NaN	NaN	NaN	NaN	NaN	cotSA
16.4368	17.1607	16.5944	19.7952	17.8785	18.3303	18.1147	17.9552	17.0384	NaN	NaN	NaN	14.3731	14.749	15.4245	NaN	NaN	NaN	gpsA
18.3311	18.2839	18.3146	18.7654	19.0259	19.1607	19.9833	19.933	19.9216	16.7495	17.0759	17.2102	18.6574	18.934	18.709	NaN	NaN	NaN	opuAA
15.1638	16.1251	15.3726	NaN	NaN	NaN	15.8575	16.3381	16.4716	17.6034	16.7098	16.3284	NaN	NaN	NaN	NaN	NaN	NaN	opuAC
21.2396	21.2917	21.9071	22.9968	22.5037	14.7738	24.1853	24.3055	24.4068	21.4914	20.4544	19.309	25.1183	25.0295	25.2692	20.6139	21.1465	21.2907	efp
18.7371	18.7445	18.7136	19.5756	20.3743	20.4736	20.8207	20.0465	21.3771	17.1391	17.1442	17.2406	19.3576	19.7289	19.8077	16.7028	16.0613	15.4831	accB
21.4634	21.7479	21.5185	22.0258	22.027	21.9787	22.4285	22.3653	22.3631	19.5842	20.3104	20.6644	20.1419	20.2398	20.3643	NaN	NaN	NaN	accC1
23.0427	22.9941	22.9133	22.6142	22.4693	22.4028	23.6846	23.4921	23.5348	20.0206	19.9072	20.2183	23.8144	23.7951	23.8624	NaN	NaN	NaN	mdh
18.8482	18.5358	17.9461	14.915	15.555	16.078	18.1549	18.361	18.4504	14.7852	13.7369	12.8001	18.5807	19.6152	18.9413	NaN	NaN	NaN	mutS
19.2937	19.2477	19.2883	NaN	NaN	NaN	19.1695	19.2189	19.0179	16.8268	17.1089	17.0667	NaN	NaN	NaN	NaN	NaN	NaN	mutL
16.2908	16.4506	19.3844	NaN	NaN	NaN	20.9447	23.778	21.5001	18.0519	18.1895	17.9716	NaN	NaN	NaN	NaN	NaN	NaN	ykhA
19.9858	20.0282	19.8613	18.0379	18.5399	18.4741	19.259	19.2885	18.4831	NaN	NaN	NaN	20.0002	19.9625	20.0034	16.8555	17.3854	17.3916	hmp
18.7593	18.695	18.7323	18.7063	18.5166	18.375	18.4955	18.5097	18.4515	18.349	18.5276	18.4018	18.0853	18.2782	18.459	18.6112	18.5164	18.6535	ymaB
NaN	NaN	NaN	19.6389	20.104	20.2818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	nrdE
19.4862	19.8521	19.8338	18.701	19.0807	19.147	19.3398	19.5198	19.0758	19.1317	18.9897	19.2899	18.5349	18.5631	18.2097	17.188	17.0445	16.8508	nrdF
17.9525	18.7996	18.5754	NaN	NaN	NaN	19.8808	18.4724	18.5044	19.635	19.8577	20.0266	NaN	NaN	NaN	NaN	NaN	NaN	bdr
17.4894	17.4765	17.2437	17.5878	17.4586	17.3308	19.0166	19.0384	19.1331	18.576	17.9761	17.8188	13.1724	14.7276	13.9124	13.1238	13.9962	13.8756	der
15.2911	14.8976	15.4897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ptsA
20.6826	20.7691	21.2009	19.7405	19.9145	20.1319	NaN	NaN	NaN	NaN	NaN	NaN	20.5571	20.8397	20.6448	NaN	NaN	NaN	yprA
16.7193	17.3264	21.5724	19.4223	19.4087	19.4205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ypsC
16.4021	17.2096	17.1372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	kduI
22.7151	22.6991	22.637	22.8506	22.6504	22.5169	22.9511	22.8977	22.964	23.3204	23.0198	22.9315	22.3292	22.0182	22.0984	20.4797	20.611	20.7841	pnp
19.8101	19.6475	19.9067	18.6941	18.8949	18.7447	19.2625	18.5407	18.2045	NaN	NaN	NaN	15.6504	13.4224	15.2465	NaN	NaN	NaN	salA
21.9464	21.9421	22.0082	21.602	21.9514	22.1773	22.0975	21.9825	22.1204	20.7272	21.0227	20.9808	22.318	22.3306	22.2372	23.3124	23.0982	23.3191	clpX
20.1272	20.4335	20.7535	20.9956	21.4097	21.6518	20.8468	21.5243	22.1323	18.0583	18.4649	19.1697	19.8664	21.0645	20.0308	19.5626	20.9078	20.9465	cspD
13.9662	14.998	16.003	18.1219	19.9204	18.2015	NaN	NaN	NaN	16.5672	16.5804	16.3018	NaN	NaN	NaN	NaN	NaN	NaN	ilvD
19.1373	19.2848	19.4514	20.2842	20.1951	20.3008	19.8129	20.1111	20.3077	16.5101	16.9078	16.9619	NaN	NaN	NaN	NaN	NaN	NaN	fabG
19.9321	19.8343	19.6498	19.8472	20.5375	20.6117	19.436	19.4709	19.5916	17.2516	17.5695	17.0976	NaN	NaN	NaN	NaN	NaN	NaN	rnc
20.1621	19.8901	20.2798	NaN	NaN	NaN	NaN	NaN	NaN	19.4291	19.8163	19.7195	NaN	NaN	NaN	NaN	NaN	NaN	smc
20.7275	20.7292	20.94	NaN	NaN	NaN	21.0789	21.2029	21.4236	19.6664	19.4096	19.865	12.229	13.9182	NaN	NaN	14.1977	12.865	panC
20.7085	20.6998	20.249	21.925	21.7432	21.5907	21.6078	21.7856	21.6097	20.8436	21.0904	20.8916	NaN	NaN	NaN	NaN	NaN	NaN	aspB
17.2765	17.1747	17.3287	17.6586	17.0145	16.3931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	msrA
16.6112	16.9295	17.392	19.0613	19.0309	19.1688	NaN	NaN	NaN	16.1325	16.4611	16.9402	NaN	NaN	NaN	NaN	NaN	NaN	rnhA
20.7357	20.8644	20.9227	20.6421	20.6192	20.6829	20.683	20.824	21.1184	19.0514	19.2571	19.1449	21.3326	21.449	21.5017	NaN	NaN	NaN	ypgR
19.4411	19.1701	19.2545	18.6574	18.7578	18.6501	19.8604	20.4949	21.6581	NaN	NaN	NaN	20.8729	20.1479	19.1786	17.9956	17.9742	22.5358	ypjQ
17.7081	17.7626	17.6209	16.0519	16.3378	15.8786	16.4492	17.0051	15.8933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	xkdF
20.9275	20.5264	20.5075	18.1302	18.15	17.9065	20.7914	20.7296	20.6998	16.3171	16.45	16.6509	20.9828	20.8699	20.8594	NaN	NaN	NaN	sodA
16.2948	16.3282	16.0502	16.8955	18.5505	19.0785	NaN	NaN	NaN	15.987	16.3395	16.2462	NaN	NaN	NaN	NaN	NaN	NaN	gcvPA
19.0196	18.9588	18.9001	21.4005	21.2364	21.2962	20.0135	19.7924	20.0358	16.2506	16.1944	15.8296	17.8186	18.1594	17.7645	NaN	NaN	NaN	gcvPB
14.121	13.2788	15.3943	16.5002	10.1004	15.821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	gcvT
16.2608	15.5663	15.5214	19.1535	18.6473	19.3265	NaN	NaN	NaN	17.6633	17.4319	17.471	NaN	NaN	NaN	NaN	NaN	NaN	glyS
19.056	19.2935	19.3503	23.5466	23.2203	23.0284	20.1475	20.7051	20.563	20.0649	19.9612	19.6921	NaN	NaN	NaN	NaN	NaN	NaN	folD
15.7823	15.8284	15.776	NaN	NaN	NaN	17.5095	16.9934	16.5355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ispA
18.5327	18.1297	18.8885	20.6346	20.9655	21.3497	NaN	NaN	NaN	18.1862	18.3728	18.6383	NaN	NaN	NaN	NaN	NaN	NaN	ypiA
20.4814	20.4271	21.2633	20.929	21.4955	21.5777	22.7748	22.6792	22.8189	20.8957	20.6649	20.3898	19.5436	19.272	19.8841	14.9773	15.2391	16.4815	metK
17.5213	17.779	21.1957	18.6089	18.6331	19.1707	18.7576	18.626	18.4551	17.5732	17.2859	17.4575	NaN	NaN	NaN	NaN	NaN	NaN	asnB
