PG.ProteinGroups	PG.Genes	[1] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_01.raw.PG.QValue (Run-Wise)	[2] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_02.raw.PG.QValue (Run-Wise)	[3] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_03.raw.PG.QValue (Run-Wise)	[4] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_01.raw.PG.QValue (Run-Wise)	[5] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_02.raw.PG.QValue (Run-Wise)	[6] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_03.raw.PG.QValue (Run-Wise)	[7] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_01.raw.PG.QValue (Run-Wise)	[8] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_02.raw.PG.QValue (Run-Wise)	[9] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_03.raw.PG.QValue (Run-Wise)	[10] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_01.raw.PG.QValue (Run-Wise)	[11] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_02.raw.PG.QValue (Run-Wise)	[12] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_03.raw.PG.QValue (Run-Wise)	[13] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_01.raw.PG.QValue (Run-Wise)	[14] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_02.raw.PG.QValue (Run-Wise)	[15] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_03.raw.PG.QValue (Run-Wise)	[16] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_01.raw.PG.QValue (Run-Wise)	[17] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_02.raw.PG.QValue (Run-Wise)	[18] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_03.raw.PG.QValue (Run-Wise)	[1] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_01.raw.PG.Quantity	[2] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_02.raw.PG.Quantity	[3] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_03.raw.PG.Quantity	[4] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_01.raw.PG.Quantity	[5] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_02.raw.PG.Quantity	[6] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_03.raw.PG.Quantity	[7] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_01.raw.PG.Quantity	[8] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_02.raw.PG.Quantity	[9] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_03.raw.PG.Quantity	[10] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_01.raw.PG.Quantity	[11] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_02.raw.PG.Quantity	[12] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_03.raw.PG.Quantity	[13] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_01.raw.PG.Quantity	[14] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_02.raw.PG.Quantity	[15] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_03.raw.PG.Quantity	[16] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_01.raw.PG.Quantity	[17] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_02.raw.PG.Quantity	[18] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_03.raw.PG.Quantity
C0H3S9	ybzH	0.0003649256641789598	0.0005289650851740677	0.00020291275168698325	3.1147156225856516E-05	4.5532696563020504E-05	0.00017737994540532003	0.0009054533888853566	0.002425253362929559	0.0012849321637891362	0.00031794690403154255	0.001548373768530135	0.002034508623895577	0.00525349182862239	0.003402723897791843	0.008430495424192495	0.04393683401942956	0.009323024167936353	0.01667498679550582	1588214.5	1517938.25	1794674.375	2016803.375	3179163.5	3842762	2893388	2821551.5	2744863	1077434.375	1851502.875	9080908	2974863	3784556.5	3302067	NaN	7446312	3349972.5
C0H3V2	mtlF	1.4303985290550488E-12	5.396816384227216E-29	8.539032833642639E-07	0.0026587041608276247	0.015568301981388366	0.0030608302086487637	2.054975499130629E-18	0.0009671301934986395	0.00018344209808932098	0.028877733788884728	0.03971158813622057	0.03685134837820061	0.0016637442635957624	0.0002062258200875495	0.002562827470860264	0.06615497151615896	0.03265621186121176	0.11349778549992348	27530.24609375	31478.064453125	30329.267578125	13195.8046875	NaN	16953.802734375	181923.59375	174866.875	122773.765625	NaN	NaN	NaN	49186.83984375	41106.62890625	10339.1591796875	NaN	2948.133056640625	NaN
C0H3V3	yczO	5.131895616709511E-22	0.00016320357330357963	0.0001204782128569769	0.03168868657954161	0.0020916881258515392	0.0029865417005918225	7.264220163614095E-11	7.858680964096489E-08	1.9623868755510008E-53	0.11150995859640929	0.17296774577164023	0.025316006650094102	0.0034480174672324366	0.0013917922124510914	0.0015986303690683043	0.4310582588532362	0.3253800038632036	0.03266628095857343	86818.8828125	155932.46875	91375.8046875	NaN	12510.9560546875	35586.0546875	88011.3046875	106371.7890625	140977.546875	NaN	NaN	NaN	102044.265625	218056.390625	193281.25	NaN	NaN	NaN
C0H3Y5	yizC	0.0034060991842402555	7.61369197365324E-11	3.082888991301746E-05	0.00016765991243511766	0.0016615204155436528	0.0007138259555400937	0.003769996057884324	0.0002344392417558556	3.5843505775364364E-07	0.007360134202568142	0.03010773790246429	0.0035914190323475415	4.768940557057759E-124	1.3521644069083215E-10	0.0010832892415788475	0.008898783131764246	0.02210464334548917	0.022312891927579022	NaN	21045.92578125	52307.51953125	619.9529418945312	78885.4453125	1576.9168701171875	NaN	58376.99609375	61694.11328125	NaN	NaN	NaN	163285.34375	176477.75	212851.796875	NaN	NaN	NaN
C0H419	yngHB	0.01074613121238	0.00039274896690322497	0.0037958307288469585	2.8115012286124776E-06	2.6712406404843845E-16	7.510889411059426E-05	0.09565351773795289	0.08064932909389821	0.11902610165529408	6.941651676853115E-35	0.0004635017257225775	0.0015076011606951407	0.10113702008161143	0.08043330478303104	0.12936846433991586	0.008668335302374446	0.08068310469919555	0.002888865277753978	NaN	32444.103515625	NaN	74906.953125	54117.69921875	79193.2265625	NaN	NaN	NaN	44712.59375	82866.3046875	60340.2734375	NaN	NaN	NaN	NaN	NaN	165532.3125
C0SP84	ytlA	2.495786865067896E-86	0.0008098016506367829	7.748589727142034E-32	1.70766433056787E-11	2.6824552680842755E-297	4.205638536125547E-13	1.8430107155562115E-08	0.0002191262659653144	0.00014369726313741748	1.4248695463730468E-39	1.1009932479183995E-13	4.320712472863625E-05	0.1303316403911056	0.021843582310002267	0.020204410740916865	0.01018750973812145	0.009965395485557265	4.944779390080116E-11	1065.38720703125	8530.76171875	2566.5849609375	112048.9609375	89988.609375	66063.7890625	15448.8525390625	10066.005859375	15430.9658203125	163504.78125	418746.65625	241653.96875	NaN	NaN	NaN	NaN	NaN	76378.8203125
C0SP85	yukE	0.00017409645488464595	1.3870745959681562E-40	8.553217885923228E-05	6.237875037215927E-05	0.0012232933732783593	0.0005839239680342441	2.879848426975142E-37	3.3229047355052802E-09	1.8242213122504127E-51	9.504146839725972E-28	2.662473346105217E-05	3.197193915923002E-05	1.6821782009845868E-25	0.0012580437121480202	0.0013726893987490824	0.011832883970089471	0.015175285542247384	0.014059511534667635	2653128.5	2472243.5	2591103.5	1717231.375	1520370.625	1245835.875	3353144.5	2016413.125	2076584	6529822	7757796	7726377	1184226.625	1038890.25	936350.75	2648241	3713049.5	1561231.375
C0SP86	sftA	1.0659594805214206E-05	1.7579771353882E-24	1.2030393042217214E-71	0.0001595305860888149	6.496473319624544E-05	0.00016686215138954157	0.0009772503345488303	1.103872309192914E-08	5.084677529463276E-06	3.0025524464685084E-11	0.0016663954538769855	0.0017253985629475334	0.0012803069825034637	0.0016508225907599342	0.002651621849130323	0.05976498945136024	0.09618121091581824	0.02609310481612418	155702.234375	52089.4609375	37431.49609375	402358.25	269127.96875	831939.8125	192549.59375	248480	164996.203125	140994.640625	297899.28125	3111.218017578125	150219.5	381524.3125	583124.9375	NaN	NaN	NaN
C0SP93	accD	0.03501489446190863	0.003086842914478219	0.009900792164833923	9.421815319170008E-06	1.573210444233111E-20	0.00018241526810277157	0.08471163883897442	0.010138016525254659	0.04445216553919712	0.09133236909250789	0.011703863256827278	0.025499404131533353	0.15453069564815308	0.12477684037398408	0.05485522196102251	0.2631274314165879	0.22534722582130093	0.26547893556266744	NaN	NaN	NaN	133032.75	116559.1640625	113690.984375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
C0SP94	yhfQ	0.0008567862188745426	0.000950806805247848	0.0005326564332769547	3.2781651749467197E-06	1.0052834957925593E-06	4.2200335506309457E-07	0.0019997361676096846	0.0026123867824443033	0.008752948917733134	0.00037431940897227	0.001455037514547271	0.004351138422359175	0.10663688947886181	0.049227654425868364	0.003418477754827058	0.03670054122090795	0.03845870532378715	0.09523905436939976	631787.125	470891.78125	420528.6875	264017.09375	296637.59375	240112.671875	1229753	787320.6875	914683	305825.53125	347395	189216.8125	NaN	NaN	1308201	NaN	NaN	NaN
C0SP95	cutJ	1.2208302009347926E-07	4.376875688696041E-05	9.717066415468437E-80	2.393493311542638E-06	2.1630145194208583E-05	9.05449811281675E-05	0.00045066580260891325	0.0006620891293757469	0.0004293128673175719	4.4149165309977546E-18	3.2809177058462147E-46	0.0007573472699724129	0.002090197874983217	0.001588039734184621	0.006526240505703316	0.017750273168292283	0.0295272960407042	0.0071157054170100965	158139.203125	152743.46875	104335.5703125	181008.453125	230456.359375	242841.1875	610095.3125	313024.46875	607536.875	252629.984375	180087.234375	507384.96875	744009.625	648205.75	270007.875	NaN	NaN	318393.90625
C0SPA7	yukB	3.586924502682401E-08	2.1879817163242835E-45	2.9689281532733714E-44	1.2670974806615604E-07	1.353895967757424E-52	5.966446813757348E-05	7.15514069384114E-32	4.7298609377548264E-08	3.4854071963118106E-06	2.2852934013026075E-31	2.302793868685347E-07	1.4555770993731757E-05	0.0008745568267657779	0.001292309666072503	0.0010695023404202909	0.014030837733614007	0.05514042115331386	0.029030612028579737	118331.34375	125735.21875	309771.21875	300365.09375	244312.828125	210925.578125	212864.375	93886.7109375	122047.671875	154858.703125	565342.25	536558	1107604.75	97112.765625	718079.75	NaN	NaN	NaN
C0SPB0	ytcI	9.991022138760532E-05	0.0003507525985129474	0.004783606846006153	3.608233928173973E-05	0.0002627959653251203	0.00016964618375500337	0.004606052790511707	0.01062263767812878	0.008125511637284748	0.19117548036961982	0.17315402413322029	0.17577319784294457	0.106772011184556	0.061521981492112375	0.15256725922769573	0.40234461241402214	0.3718142497075916	0.3498606286834688	32903.328125	135368.296875	NaN	31870.53515625	146388.265625	159557.15625	249684.1875	101809.65625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
cont_O76014;cont_O76015	KRT37;KRT38	0.009587517256873318	0.002755457137043344	0.00227407899237545	0.0021634309262857504	0.0211484684291005	0.016525829692023156	0.0013173368578977176	0.00637619888795306	0.0008993842553150363	0.0004792565770454486	0.0016663954538769855	0.016526919533160673	0.008512910587778722	0.0147563973165597	0.05301964719197322	0.04838899056918377	0.013088411672143304	0.10223593918365087	NaN	NaN	NaN	NaN	NaN	NaN	412186.78125	555056.6875	NaN	90519.84375	211440.984375	NaN	NaN	NaN	NaN	NaN	NaN	NaN
cont_P00761		0.00027979738127076987	4.143114065976745E-05	1.3273706282084485E-18	0.006578114489184482	0.026357899113797607	0.0352463961106661	0.0007332435404798182	0.016482269562582263	0.0021505590815220172	0.0022303997172011944	0.061128957907562884	0.006156745264523307	0.1776908230555436	0.10322460090036811	0.015424607385392822	0.1848439805302357	0.45493350657929177	0.3704534098484801	16507.6328125	17343.767578125	24099.4765625	NaN	NaN	NaN	10740.04296875	NaN	19725.36328125	112878.625	NaN	233916.796875	NaN	NaN	6209.7900390625	NaN	NaN	NaN
cont_P01031	C5	4.2774269351317896E-05	7.501447621577318E-58	3.03637037752141E-11	2.0346050840414664E-05	2.1620179335207307E-17	8.715767395166504E-05	0.00016369687828288296	1.9572472193130074E-05	1.4870728606596177E-11	2.2065361095626184E-07	0.0002141356413249816	0.0016366950149427392	0.0004974236670792143	8.554283943871429E-41	2.3219696318979086E-08	1.9443880163695013E-05	3.7733370582808456E-09	1.1115321439626364E-05	219468.578125	201132.34375	235027.671875	356021.6875	216590.171875	218307.6875	44674.42578125	34526.57421875	30260.22265625	540016	1628615	1206690.75	58636.96484375	43666.8203125	22731.982421875	766685.0625	506511.5625	377770.5
cont_P02769	ALB	0.0017253337645509563	0.00023716355647383352	0.0006477168707191291	0.0001890240225901076	0.000218836533181701	0.00017168040647691434	0.06479103189675005	0.10909793772436555	0.010115436305716097	0.00018682294530112493	0.012419012980695922	0.0031475633953014807	0.01530609329735709	0.1579519212275661	0.1442524487248577	0.04393683401942956	0.35098800253015006	0.170679521135646	39149.9453125	4032.79443359375	19928.75390625	52391.79296875	1271.3270263671875	9988.6416015625	NaN	NaN	2191.626708984375	2276.132080078125	1333.62060546875	7145.30908203125	NaN	NaN	NaN	NaN	NaN	NaN
cont_P04264	KRT1	0.0036436442289960315	0.0004208496194264806	0.0017602448390280523	0.003143355279217429	0.0010602837575791637	0.0035022259496822793	0.00010178679700451491	0.00017067429757445707	7.911362268306024E-05	3.717259389870834E-30	2.9318526701257908E-21	0.0007840638596510512	0.009455745250978902	0.007995780159479446	0.0070072015615204805	0.127136759326327	0.04475352882081964	0.12766816464688777	278467.9375	256569.953125	325738.8125	88216.71875	199834.390625	97590.5625	931902.4375	601570.75	456220.84375	549799.6875	760778.5625	574969	675419.25	796026.6875	662632.6875	NaN	1514326.25	NaN
cont_P13645	KRT10	0.05610966976779426	0.06196018901846572	0.0834151385687714	0.04197430165591989	0.06905466060183166	0.021854194437360447	0.0015503576866241265	0.004858365230976563	0.012790019478701575	1.1565038747858137E-30	0.005512719268911306	3.1213099444355832E-12	0.17065280157492926	0.14633710818672035	0.1641507924589803	0.3846909085991511	0.35480214061920284	0.3947178378350314	NaN	NaN	NaN	NaN	NaN	NaN	36034.65625	NaN	NaN	6092.3994140625	NaN	2882.708984375	NaN	NaN	NaN	NaN	NaN	NaN
cont_P35527	KRT9	0.0002534170514448976	5.011854496381472E-07	0.0003374471436589735	0.02637042387115723	0.03687143121772531	0.038189070009647996	2.663946221336954E-05	0.00013444301060242642	0.0004020892494067968	1.0716931476442413E-25	0.00025964233191993027	0.0016534906533589523	0.06632568215252406	0.029386693048008353	0.054003828562039766	0.07416827023179368	0.22520172342498201	0.07454140387069745	376989.59375	346192.15625	319969.03125	NaN	NaN	NaN	893133.5	1301794.5	1445613.5	136580.734375	862921.4375	934437.3125	NaN	2236271	NaN	NaN	NaN	NaN
O05236	yugG	0.001135553224187325	5.802338587980001E-05	0.0007770729444542236	2.7942591703731877E-74	6.4906570107974565E-111	8.434896769951601E-25	0.0006121172397100684	0.0010193885668162562	0.0031591306519705045	0.06123202120108367	0.08679248242540702	0.08180499146739827	0.08125850380157584	0.012592801550680542	0.05301964719197322	0.1266602107220829	0.21081983385085837	0.11975770037699775	13413.45703125	18731.298828125	34232.20703125	125639.375	74407.84375	64875.1796875	21923.462890625	21195.927734375	17329.482421875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O05239	yugJ	5.40623291844312E-33	3.8857446982817185E-41	2.0231680637523512E-05	4.68215984643955E-29	2.3255761870589904E-36	5.365013683457184E-05	5.494331758034193E-05	5.458961736538897E-05	0.00016175952113956017	2.025030764744382E-31	0.0003197836431730385	0.0006711978454847919	0.0012666370491609285	0.001729759591025805	0.004205813179669828	0.010993553090710992	0.011012224023993284	0.00875300823991496	140471.6875	171802.234375	127990.21875	428019.03125	382949.53125	512884.84375	69251.0625	56552.6171875	36705.78125	532393.6875	720073.5	452779.84375	71006.6171875	73084.703125	132512.375	223319.09375	277423.875	183179.875
O05240	yugK	4.254689099318433E-05	5.913366229186878E-09	3.0261073285993915E-05	4.3611250972089424E-05	7.178112211937868E-05	0.000693043561357213	0.0003172670452707845	0.000770110530589143	0.0004813022052350144	1.0969264343651725E-30	0.00044512830162556495	0.0015076011606951407	0.0021594674089101735	0.0019941833607541107	0.009426325104514938	0.21937387584902796	0.13751585081868217	0.18571564345524152	132566.15625	162736.828125	162490.59375	38141.56640625	148508.203125	167593.03125	159339.40625	229678.546875	369828.03125	77601.296875	245781.8125	136229.75	123124.46875	207834.9375	95291.234375	NaN	NaN	NaN
O05242	yugT	0.00040344249556212097	1.4120304309001118E-33	0.0004490018781697545	1.0894011568006745E-06	2.0652119954935655E-20	1.1166046078003734E-06	0.002133017428674753	0.1310705044856231	0.004705637534185329	1.684808415725618E-35	1.5783635916716433E-45	0.00019971744268486413	0.027515918619104542	0.05175870304869778	0.03774558384744528	0.01055079922103558	0.009118931217798089	0.002293546273937797	98636.5546875	80158.1796875	107128.5234375	165173.46875	186801.171875	192865.984375	24909.791015625	NaN	20360.515625	226839.390625	418558.28125	229871.59375	NaN	NaN	NaN	NaN	NaN	97773.3125
O05250	malK	6.503462812117996E-05	8.2276255348477E-05	4.783343834576E-12	0.0002231218807354423	8.917799866757404E-05	0.00025127928216692733	0.001165901793836352	0.09612336192775323	0.005257005658034205	1.0320823968160866E-27	0.0002776717945260418	0.0013334405509764894	0.007866104454040772	0.0031433423962619815	0.0006219327644611793	0.04835249086847417	0.08122572015867276	0.010715410504783958	206150.25	233522.53125	341881.25	150573.515625	380938.1875	238830.375	230067.265625	NaN	NaN	274802.96875	509568.71875	445810.03125	NaN	NaN	1080658.5	NaN	NaN	NaN
O05264	rhaA	0.0003325029790236032	0.0007481337496828577	0.004635886394079023	4.684516292554877E-06	5.7721643288234217E-05	0.00016707296352667627	0.0021500075901109725	0.002143153228322389	0.0024696346537159894	3.88324833138913E-27	8.38220644785889E-06	0.0020063286879147216	0.028501421516456574	0.01729320513288104	0.014252008731702799	0.011829693815235073	0.0032090764857091556	0.006156003959317812	596914.0625	523475.71875	NaN	1779164.875	7020479	6483808	NaN	NaN	NaN	1485837.625	2037453.75	1808092.5	NaN	NaN	NaN	NaN	1537764.25	NaN
O05265	iolU	1.7063881764771473E-146	1.0338206339489363E-44	6.172071457955765E-28	3.948563882145184E-05	2.3269067110025728E-34	0.0004262047619991841	0.00012427871430571412	0.0004552600202466685	0.00014873666515117856	1.657489117611472E-19	0.21141880675937444	0.07099745790510353	0.016044861390164634	0.0005566786145153509	0.006540149642644819	0.44743249805769475	0.03342728463259029	0.18702549861130036	312979.65625	232232.46875	374089.09375	59995.08984375	199109.359375	100886.734375	105196.7421875	607223.3125	112930.15625	180223.734375	NaN	NaN	NaN	195881.46875	NaN	NaN	NaN	NaN
O05268	yumC	2.92992892161614E-08	8.991068180975171E-07	0.00015738624415807573	0.00019433365125549334	1.2519724901174492E-05	0.00022720078548183641	6.989872380279845E-05	2.1570390162583746E-07	0.00019708677324387872	0.00015171057757334597	0.0023382079581023606	0.005327297341747622	0.0014373091896120154	0.0007809983590853108	0.0016362315807529832	0.08442374140145022	0.13409044204445397	0.02370960117602885	171917.953125	210380.53125	253001.84375	229534.578125	170729	175771.671875	350460.34375	42466.9609375	177140.109375	39782.55078125	67120.125	492357.375	241456.0625	113346.5390625	129943.9609375	NaN	NaN	335612.5
O05269	guaC	2.040987099651035E-12	6.7462114722864624E-21	0.0005262640628830574	8.602381180730415E-05	1.0459191814047808E-06	0.0002309637128726853	0.0008606275984324059	0.0011900366002478772	0.003947890539178718	8.42395705643581E-28	0.001302118320129453	0.0008922471728532887	0.012624400960477167	0.013253733063651855	0.024680504125479955	0.14340994942732535	0.0934988430343886	0.07180406457733265	40672.90625	57245.03515625	115960.5390625	107278.296875	106744.390625	85754.28125	82370.375	44512.765625	73412.6484375	32973.1328125	263181.75	161255.375	99847.890625	78792.6875	117561.5546875	NaN	NaN	NaN
O05272	asnO	0.0002123109471709607	2.918569096687823E-05	0.000193088963235655	0.000365174596798761	1.5024794854423922E-09	0.00041651441672689235	0.00476859103567123	0.0007292576697194161	0.008544823821149825	0.000826175312553705	0.00958148325718699	0.008993738378429834	0.17018309521357988	0.019979215766399532	0.009262769031616552	0.3703862698255748	0.3658442472383618	0.34914651554287196	7353.77880859375	18319.171875	18801.388671875	52121.875	124151.9296875	156303.875	27409.296875	20555.494140625	17339.533203125	13558.87890625	35762.04296875	47596.15625	NaN	NaN	47372.9296875	NaN	NaN	NaN
O05389	yrbE	0.0001766108154876549	5.550284473857252E-05	0.000264835424732803	2.563718309381887E-12	1.7511612266372564E-72	2.8799830459660194E-10	0.004710524885625679	0.0013710143143674137	0.0023147225016780923	0.012357845944553055	0.17692900212488372	0.1408522648941115	0.0034314615222447824	0.0010181390322363678	0.0018197703208637458	0.14784186668110713	0.184755375894139	0.18579264520878574	97648.296875	99367.0703125	98213.3671875	42951.5546875	10671.7763671875	19251.044921875	15969.744140625	8969.376953125	25806.80859375	NaN	NaN	NaN	34618.21484375	52040.1875	48867.5234375	NaN	NaN	NaN
O05394	mccB	0.0639186190513513	0.005479716965928753	0.004747152756246888	6.401446377001963E-72	4.847865221728988E-28	2.7904409437135503E-06	0.047906620305062084	0.06588933587977774	0.034210635486636796	0.009323182919973153	0.19473522725584708	0.19698807681095362	0.19810711692448937	0.008721305053236131	0.19153918465529243	0.42038819598462096	0.42668391872645556	0.4160112090374981	NaN	NaN	10.135180473327637	287446.8125	185264.875	153721.171875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23755.017578125	NaN	NaN	NaN	NaN
O05396	yrhD	0.00012874682102020037	3.4232090249140155E-46	0.00010872344370115069	6.801430895527543E-06	0.00011906960585494063	0.0005875320545586451	0.0021185860887786437	0.0036946010599054565	0.003990633739801944	2.454841378990924E-29	0.0013418669546546422	0.00371408469586066	0.18938468201825595	0.034414581864711524	0.16379764307712164	0.06150148280697755	0.3566243756824956	0.011451244231858235	87722.546875	65519.078125	83675.96875	1058440	886681.625	1231587	NaN	NaN	551393.6875	110032.1796875	172311.109375	199592.6875	NaN	NaN	NaN	NaN	NaN	NaN
O05496	ydhE	1.894785743235255E-39	0.0002647498613304558	0.000462283043271849	0.00040344578495677384	0.00043562901145641263	0.0030159652405880658	0.041382853860170495	0.032078991826726834	0.07647943339383363	0.13333653223890096	0.013019908957745381	0.03409129370948071	0.015737823961628466	0.04412345145393732	0.025150771774785682	0.3660977708040362	0.4434858333885222	0.24016160773809753	1018.2488403320312	185.7229766845703	3009.52197265625	NaN	2971.82666015625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O05497	ydhF	0.00025044367072893673	0.01982630509466579	0.05254797846276603	7.849042103191676E-36	1.8566082632571434E-55	7.474536921539769E-05	0.0193231756005802	0.025089821035290647	0.10730207832134943	0.015172676717921113	0.004500495014397157	0.12082737990203893	0.012281713045111768	0.08454200745815316	0.12255929511729394	0.20139029199519204	0.29967397185108163	0.3148781392056402	48477.25390625	NaN	NaN	140849.390625	43932.96875	43560.37890625	NaN	NaN	NaN	NaN	56056.1953125	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O05508	gmuD	1.9383276589105122E-05	6.737796024128749E-05	0.0004072284268718862	0.0011523546661628891	1.1287469969553576E-05	0.0016211168759988658	0.002278347029459257	0.0016690170203125024	0.007786388518613856	0.0023933549933067145	0.00472608826804608	0.003851095992461409	0.03894735983827073	0.01567720764715498	0.01874394102545293	0.09237343018770572	0.15732604499513955	0.12137947905797507	609710.375	24578.740234375	461466.0625	1268099.75	1023303.25	964434.125	366287.5	NaN	314374.5	16446.693359375	6.602545738220215	15742.3359375	NaN	NaN	NaN	NaN	NaN	NaN
O05510	gmuE	4.6659083728096405E-05	1.1765072960324919E-35	9.737303808650326E-05	6.85933327383979E-05	0.0002042108406398533	0.0006863024026852103	0.0004468813169896549	0.012186523649320026	0.003250131305511848	2.473397418594749E-25	0.00034317330392427046	0.0014358551626376707	0.007561743827202589	0.015316072584750245	0.0701451288521271	0.02451719606642924	0.040650355696951	0.03859883806617549	1531029.875	1148158	1352374.125	5651865.5	15154096	55369268	1980187	909711.5625	1325066.125	2288889.5	3772188.25	2051984.625	NaN	NaN	NaN	NaN	NaN	NaN
O05515	tsaE	7.688996516410481E-05	5.284807892905433E-05	1.905769386315794E-07	3.88812105407553E-36	5.5086447316977635E-06	0.00019140530278442157	8.827586193190642E-20	0.00021851832081251009	0.0007741887244713996	3.22045462307895E-26	0.0013808269463564632	0.00047061599982701824	0.0016885126099330664	0.002067237019263224	0.002028934351885895	0.008569775173339043	0.005622333376646574	0.006200127728257719	1629343.5	1579105.5	845307.9375	2997132.75	2001477.625	2143016.75	1046417.875	1119364.625	1209359.875	3458399.5	2747532.75	1113110.125	1402039.25	1453760	1487123.5	2700916.25	3271754.75	2636531.5
O05518	tsaD	2.0169760863745477E-75	2.660934208416115E-35	9.322149643919102E-05	4.6797051539934456E-64	3.877157111501216E-24	1.2434547993078676E-12	7.897276212180078E-08	0.00018053446617195433	1.6931921405999086E-06	4.226414008601883E-28	3.1668241540741295E-05	0.0008273621725336209	0.0010598814279224635	0.0006975937931432832	3.230495363127875E-05	0.01064753607983128	0.008713255912895694	0.0016034079632080464	447549.1875	471164.4375	487131.34375	709128.8125	517854.84375	560439.3125	768904.0625	258946.9375	260696.71875	422811.6875	875454.125	1394510.25	284209.84375	414708.6875	174854.8125	725215.25	598304.9375	335845.375
O05522	tatAy	7.891452857524398E-297	5.741904946034436E-12	5.675354930746771E-14	0	3.5147939113638883E-09	1.365898067015289E-12	1.9481645932216444E-62	3.008298580005286E-10	1.168464982576427E-11	3.784220178881679E-30	8.234048915762341E-17	2.7956669008782652E-12	1.0386460600384236E-11	2.2231678121773655E-08	0.00047552837797363266	0.007430536906251525	2.189448613674636E-09	6.376128607692304E-05	936734.75	1088451.75	994266.75	715977.0625	746706.0625	533928.6875	853803.5	786026.8125	858227.875	1945829.125	2015554.625	1423561.625	884940.25	535558.1875	591242.8125	NaN	1087339	925717.5
O06006	yraA	4.408488199705738E-17	5.99528024240063E-16	0.00012965910346729592	5.737408253898335E-12	2.1158916371337353E-292	6.327835802248018E-11	9.27334953460093E-05	6.210914050362714E-14	1.0326445529890195E-05	2.56080653411671E-42	5.716526217300076E-14	2.639838937198686E-15	0.00021543432137585475	0.0011337195057292489	0.003991437315211997	0.0031595194554313428	3.0682224620430424E-09	0.002735380929629673	631634.4375	672947.8125	489428.875	686798.3125	281234.84375	266294.34375	984275.6875	699445.1875	366551.59375	1923602.75	2014877	1259949.625	568641.875	824428.875	NaN	103355.5546875	175162.796875	1994319.875
